drone_count,scene_key,target_class,combination_count,oracle_expected_target_threshold_strict_quality_iou50,oracle_expected_target_threshold_ap50_95,fusion_noisy_or_max_iou_quality,fusion_support_weighted_or_quality,gap_noisy_or_vs_oracle,gap_support_weighted_vs_oracle
2,S0-SM_tent_16,tent,45,0.9702142311926225,0.9894370376759105,0.9893417771762175,0.9661533649350378,0.019127545983595007,-0.004060866257584728
2,S0-SM_tent_17,tent,66,0.9714208021041255,0.9881804912114509,0.9886751531764022,0.9847393487681888,0.017254351072276686,0.013318546664063291
2,S0-SM_tent_18,tent,55,0.9641169530527766,0.9893416670047875,0.9885883819004624,0.9849361742871007,0.024471428847685828,0.020819221234324115
2,S0-SM_tent_2,tent,120,0.9674068579438424,0.9830537039503455,0.9881224732809791,0.9828856604419024,0.020715615337136728,0.015478802498059996
2,S0-SM_tent_3,tent,21,0.967160152454724,0.9994285714683079,0.9852563045400332,0.9797292863723958,0.018096152085309236,0.012569133917671782
2,S0-SM_tent_4,tent,55,0.9668475457030553,0.9977272727814587,0.9857504000401169,0.9804369105671025,0.018902854337061625,0.01358936486404716
2,S0-SM_tent_5,tent,78,0.9614799053085534,0.9687203241773975,0.9840878801752364,0.9772883652820203,0.02260797486668298,0.015808459973466915
2,S0-SM_tent_6,tent,15,0.9574897149799428,0.9828042334302391,0.9818776197490843,0.9774945688165846,0.024387904769141433,0.020004853836641745
2,S0-SM_tent_7,tent,55,0.9679412674822788,1.0,0.9885414589205231,0.9850319163356458,0.02060019143824432,0.017090648853366974
2,S0-SM_tent_8,tent,55,0.9671730212191259,0.9912247478073896,0.989600913956505,0.9854179242793417,0.022427892737379107,0.018244903060215867
2,S0-SM_tent_9,tent,66,0.9709283202303627,1.0,0.989940338495146,0.9867205957657614,0.01901201826478327,0.015792275535398748
2,S0-SM_tower_1,tower,28,0.9667426154170968,0.9917091837019792,0.9872612066459178,0.9832183263544364,0.020518591228820937,0.01647571093733957
2,S0-SM_tower_10,tower,105,0.9555134778114345,0.9855844157455222,0.9810263230954879,0.9565078579369327,0.025512845284053398,0.0009943801254982398
2,S0-SM_tower_11,tower,55,0.967126789927873,1.0,0.9883170660474829,0.9854029346746597,0.021190276119609885,0.018276144746786627
2,S0-SM_tower_12,tower,66,0.9552573725475151,0.9966161618201118,0.9805227556945362,0.9735919676807117,0.025265383147021092,0.018334595133196574
2,S0-SM_tower_13,tower,91,0.9638741800801728,0.9840771266944194,0.9878165040960173,0.9846848062927639,0.023942324015844507,0.02081062621259111
2,S0-SM_tower_2,tower,55,0.9654866798560675,0.9918939394029704,0.9874214284202292,0.98263675318297,0.021934748564161666,0.017150073326902437
2,S0-SM_tower_3,tower,91,0.9646111860105074,0.9816283720252398,0.9840016020780832,0.9666368047622083,0.019390416067575744,0.0020256187517008195
2,S0-SM_tower_4,tower,120,0.9586520058758885,0.970191498718052,0.9832265454749585,0.9769377840695431,0.024574539599069967,0.018285778193654623
2,S0-SM_tower_5,tower,91,0.9582129175025025,0.9867343279809415,0.9833861605909908,0.9755173073705099,0.02517324308848834,0.01730438986800742
2,S0-SM_tower_6,tower,120,0.9645126698375761,0.9404783956527446,0.9842975987452555,0.9794448290726228,0.019784928907679356,0.01493215923504665
2,S0-SM_tower_7,tower,66,0.9632078866972404,0.8766806984084892,0.9844818852253481,0.9799526426878592,0.02127399852810763,0.016744755990618754
2,S0-SM_tower_8,tower,78,0.9657082058550903,0.9883566916347123,0.9876144059929263,0.981501211582439,0.02190620013783595,0.015793005727348652
2,S0-SM_tower_9,tower,36,0.9642988561111778,0.9907407407959303,0.9886586518363065,0.9840046274783781,0.024359795725128697,0.01970577136720031
2,S0-SM_tree1,tree,91,0.9567207784757298,0.9995879120879122,0.9830450471334106,0.9763490901825717,0.026324268657680783,0.019628311706841872
2,S0-SM_tree10,tree,66,0.9420129296414422,0.9193268291231665,0.972764200561292,0.9574669205721161,0.03075127091984975,0.0154539909306739
2,S0-SM_tree11,tree,66,0.9623251248599898,0.9896167557940564,0.9850069302418197,0.9775253306981857,0.022681805381829956,0.015200205838195924
2,S0-SM_tree12,tree,66,0.954876343937769,0.8410133416338004,0.9812024316484045,0.972214170150649,0.026326087710635493,0.017337826212880048
2,S0-SM_tree13,tree,45,0.9567903916068736,0.8927044135823047,0.9841697685369208,0.9801490449563192,0.027379376930047217,0.023358653349445535
2,S0-SM_tree14,tree,28,0.9544810256482611,0.8801441971185245,0.9841500599345874,0.9758169210687927,0.02966903428632628,0.021335895420531603
2,S0-SM_tree15,tree,28,0.945631029681277,0.9171293342197148,0.976204890761289,0.9638831429180523,0.030573861080012033,0.018252113236775336
2,S0-SM_tree16,tree,55,0.9389707828768759,0.8744803403736241,0.9694387807915056,0.9588555248028143,0.03046799791462973,0.019884741925938476
2,S0-SM_tree17,tree,78,0.9459410807081784,0.8358998154169489,0.977154250572943,0.9699690669414704,0.031213169864764634,0.024027986233292054
2,S0-SM_tree18,tree,28,0.9452111119610881,0.8109412533515936,0.9777604440472433,0.961164129382954,0.03254933208615518,0.015953017421865945
2,S0-SM_tree19,tree,28,0.9617728091366909,0.8361800716673086,0.9887825249213046,0.9844279775886705,0.02700971578461364,0.022655168451979568
2,S0-SM_tree2,tree,28,0.9463144271718125,0.9288725941283987,0.9769240508833924,0.964766470978781,0.030609623711579936,0.01845204380696852
