target_class,viewpoint,pair_stage_observation_count,third_stage_observation_count,pair_stage_scene_support,third_stage_scene_support,pair_stage_mean_marginal_target_ap50_95,third_stage_mean_marginal_target_ap50_95,combined_marginal_target_ap50_95,pair_stage_mean_marginal_target_strict_quality_iou50,third_stage_mean_marginal_target_strict_quality_iou50,combined_marginal_target_strict_quality_iou50
barrel,elmid-radfar-az000,11,55,44,73,0.026821675542997345,0.0076767676466643195,0.017249221594830833,0.008731065539580495,0.003979611006893889,0.006355338273237192
barrel,elhigh-radfar-az045,15,105,96,185,0.056605467492360076,0.010407261184383216,0.03350636433837165,0.011145613589590956,0.0013496763216440718,0.006247644955617514
barrel,elhigh-radfar-az135,8,28,35,43,0.10009219790034873,0.042082386900743805,0.07108729240054627,0.006669556483020797,0.00014854098093795644,0.003409048731979377
container,elmid-radnear-az090,8,73,41,111,0.07413907462198818,0.008328440876462569,0.04123375774922537,0.060193241810821765,0.00517158947311769,0.03268241564196973
container,elhigh-radnear-az045,10,75,43,113,0.11416856620767239,0.014600040009925336,0.06438430310879886,0.06174419734229092,0.003193366567443355,0.03246878195486714
container,elmid-radmid-az045,22,134,124,215,0.10722483475372332,0.015019135655077532,0.06112198520440043,0.05856618182716613,0.005767787885692667,0.032166984856429395
container,ellow-radnear-az090,4,34,14,49,0.13210668776716755,0.0006127450998653377,0.06635971643351644,0.03858911206001575,0.015903150996168482,0.02724613152809212
container,ellow-radnear-az135,35,341,180,561,0.07209491244365857,0.009140191935843341,0.04061755218975095,0.04209104902095943,0.007558084341010667,0.024824566680985045
container,elmid-radmid-az000,11,124,63,209,0.10485590552362849,0.007643309642162384,0.05624960758289543,0.04531184200974159,0.0035437859842120927,0.02442781399697684
container,elhigh-radmid-az225,18,97,106,169,0.0860025516791304,0.01417407439715131,0.050088313038140854,0.042402786408759933,0.003902038423654075,0.023152412416207004
container,elmid-radnear-az270,26,235,174,422,0.10548103946345629,0.012184251134558188,0.05883264529900724,0.03911396635479188,0.006752288341050717,0.0229331273479213
container,elhigh-radmid-az135,9,115,41,176,0.07332828121040252,0.005946016426071705,0.039637148818237114,0.04216511396392659,0.0029407414229163445,0.022552927693421466
container,ellow-radmid-az000,10,69,58,111,0.05677437498662373,0.009877898601649266,0.0333261367941365,0.040891581949799506,0.00414324274801618,0.022517412348907844
container,elmid-radnear-az180,36,348,174,565,0.0754931031555411,0.015796724642976757,0.045644913899258927,0.03226408703514472,0.01134467084261835,0.021804378938881534
container,ellow-radmid-az045,10,87,55,152,0.03941872607469181,0.005009011615042376,0.022213868844867094,0.03240514675539411,0.010862146768421496,0.021633646761907804
container,ellow-radmid-az270,16,164,76,267,0.06399421959871607,0.007805761235978412,0.03589999041734724,0.037209639339906335,0.005296243371016936,0.021252941355461637
container,elhigh-radfar-az180,24,206,101,286,0.0734350852319647,0.008719599660373131,0.04107734244616891,0.0400334469325473,0.001895228657903834,0.020964337795225566
container,ellow-radnear-az270,5,39,23,61,0.04747395817190405,0.013777599549000591,0.03062577886045232,0.025335636497864765,0.015785092711635428,0.020560364604750095
container,elmid-radnear-az315,17,177,99,292,0.07311017301554766,0.015365180768358156,0.04423767689195291,0.035032763352883065,0.005859723700588163,0.020446243526735613
container,elmid-radmid-az180,13,180,56,278,0.09592470896435043,0.013790267835926113,0.05485748840013827,0.037054956392658364,0.003232748920258688,0.020143852656458527
container,elhigh-radnear-az135,28,275,139,446,0.07227006164020107,0.01180422656710837,0.04203714410365472,0.03361787592153482,0.006621164951451925,0.02011952043649337
container,ellow-radnear-az000,15,258,73,414,0.057766812966199274,0.013510379466470622,0.035638596216334945,0.030588256633662388,0.00888911039088054,0.019738683512271465
container,elmid-radnear-az045,20,136,98,225,0.05909083350916859,0.009095204100380219,0.0340930188047744,0.02875275020286454,0.010082494971869886,0.019417622587367213
container,ellow-radnear-az225,20,183,105,322,0.053595368611581005,0.007355663535634328,0.030475516073607666,0.028303471034440704,0.009932870585677198,0.01911817081005895
container,elmid-radnear-az135,4,6,28,12,0.03613778001125467,0.007385416239500046,0.021761598125377358,0.021904864629304133,0.01545776397680676,0.018681314303055446
container,elmid-radfar-az090,9,80,38,118,0.08683397383196748,0.010837371372856747,0.04883567260241211,0.035063003384579634,0.0021865019876283974,0.018624752686104015
container,elmid-radfar-az180,18,150,83,225,0.06247213225279443,0.0052845666289406045,0.03387834944086752,0.03247466126853445,0.004035422901746878,0.01825504208514066
container,ellow-radnear-az045,16,227,76,387,0.04680558825354778,0.003654837407945047,0.025230212830746414,0.02987418758605788,0.006018920075802877,0.017946553830930377
container,elmid-radmid-az135,20,147,72,203,0.08626299067142702,0.006961241335393615,0.046612116003410316,0.02951483190346745,0.0038620451770335724,0.01668843854025051
container,elhigh-radmid-az000,23,280,147,472,0.08842523998564723,0.014772831777250363,0.0515990358814488,0.030187039462543173,0.0028636864050666047,0.01652536293380489
