target_class,viewpoint_triple,viewpoint_1,viewpoint_2,viewpoint_3,scene_count,expected_pair_12_target_ap50_95,expected_pair_13_target_ap50_95,expected_pair_23_target_ap50_95,expected_best_pair_target_ap50_95_on_matched_scenes,best_pair_for_target_ap50_95,expected_triple_or_target_ap50_95,third_view_gain_target_ap50_95,expected_pair_12_target_strict_quality_iou50,expected_pair_13_target_strict_quality_iou50,expected_pair_23_target_strict_quality_iou50,expected_best_pair_target_strict_quality_iou50_on_matched_scenes,best_pair_for_target_strict_quality_iou50,expected_triple_or_target_strict_quality_iou50,third_view_gain_target_strict_quality_iou50
container,ellow-radfar-az000 + elmid-radmid-az000 + elmid-radnear-az045,ellow-radfar-az000,elmid-radmid-az000,elmid-radnear-az045,4,0.9429074865881666,0.8980492452802984,0.9595741520130698,0.9595741520130698,elmid-radmid-az000 + elmid-radnear-az045,0.9595741520130698,0.0,0.954483850349308,0.9606374525501611,0.9571159015707345,0.9606374525501611,ellow-radfar-az000 + elmid-radnear-az045,0.9606374525501611,0.0
tank,elhigh-radmid-az225 + ellow-radnear-az270 + elmid-radmid-az315,elhigh-radmid-az225,ellow-radnear-az270,elmid-radmid-az315,3,0.9637755109567423,0.9838888896670607,0.9555555565324094,0.9838888896670607,elhigh-radmid-az225 + elmid-radmid-az315,0.9838888896670607,0.0,0.9466650420590383,0.9466833375275302,0.9606371566987603,0.9606371566987603,ellow-radnear-az270 + elmid-radmid-az315,0.9606371566987603,0.0
container,elhigh-radmid-az225 + ellow-radnear-az180 + elmid-radnear-az135,elhigh-radmid-az225,ellow-radnear-az180,elmid-radnear-az135,4,0.9895000006556511,1.0,1.0,1.0,elhigh-radmid-az225 + elmid-radnear-az135,1.0,0.0,0.9435438693851381,0.9606192263862212,0.9606192263862212,0.9606192263862212,elhigh-radmid-az225 + elmid-radnear-az135,0.9606192263862212,0.0
container,ellow-radmid-az090 + elmid-radmid-az270 + elmid-radnear-az270,ellow-radmid-az090,elmid-radmid-az270,elmid-radnear-az270,5,0.9650000000000001,1.0,1.0,1.0,ellow-radmid-az090 + elmid-radnear-az270,1.0,0.0,0.9441704425831482,0.9603402773713207,0.9605929829670451,0.9605929829670451,elmid-radmid-az270 + elmid-radnear-az270,0.9605929829670451,0.0
tent,ellow-radfar-az315 + elmid-radmid-az270 + elmid-radnear-az090,ellow-radfar-az315,elmid-radmid-az270,elmid-radnear-az090,3,0.9276055225497717,0.9076422571703654,0.9328138558831051,0.9328138558831051,elmid-radmid-az270 + elmid-radnear-az090,0.9328138558831051,0.0,0.9596662036986707,0.9605646557162757,0.9556756926758148,0.9605646557162757,ellow-radfar-az315 + elmid-radnear-az090,0.9605646557162757,0.0
container,elhigh-radnear-az000 + ellow-radmid-az045 + elmid-radnear-az270,elhigh-radnear-az000,ellow-radmid-az045,elmid-radnear-az270,3,0.9874999999999999,1.0,0.99375,1.0,elhigh-radnear-az000 + elmid-radnear-az270,1.0,0.0,0.9510935100264509,0.9569260051307964,0.9605155607494661,0.9605155607494661,ellow-radmid-az045 + elmid-radnear-az270,0.9605155607494661,0.0
container,ellow-radnear-az180 + elmid-radfar-az000 + elmid-radmid-az000,ellow-radnear-az180,elmid-radfar-az000,elmid-radmid-az000,3,0.9610080406959033,0.9629894171576336,0.8683019172600792,0.9629894171576336,ellow-radnear-az180 + elmid-radmid-az000,0.9629894171576336,0.0,0.9604540303175865,0.9604540303175865,0.9453449909217847,0.9604540303175865,ellow-radnear-az180 + elmid-radfar-az000,0.9604540303175865,0.0
tower,elhigh-radfar-az225 + elhigh-radmid-az315 + ellow-radnear-az000,elhigh-radfar-az225,elhigh-radmid-az315,ellow-radnear-az000,3,0.9666666666666667,0.8648148211616057,0.9666666666666667,0.9666666666666667,elhigh-radfar-az225 + elhigh-radmid-az315,0.9666666666666667,0.0,0.9333756413671187,0.9604510157144498,0.9588065813497965,0.9604510157144498,elhigh-radfar-az225 + ellow-radnear-az000,0.9604510157144498,0.0
rock,elhigh-radmid-az135 + ellow-radfar-az225 + ellow-radnear-az315,elhigh-radmid-az135,ellow-radfar-az225,ellow-radnear-az315,3,1.0,0.9233333381679323,0.940000000099341,1.0,elhigh-radmid-az135 + ellow-radfar-az225,1.0,0.0,0.9489401199576513,0.9603672752986002,0.9603672752986002,0.9603672752986002,elhigh-radmid-az135 + ellow-radnear-az315,0.9603672752986002,0.0
container,elhigh-radfar-az225 + ellow-radfar-az000 + ellow-radnear-az000,elhigh-radfar-az225,ellow-radfar-az000,ellow-radnear-az000,3,0.9875757583433932,0.9875757583433932,0.9361527788407272,0.9875757583433932,elhigh-radfar-az225 + ellow-radfar-az000,0.9875757583433932,0.0,0.9485777269444166,0.9603533490079835,0.9587089146433302,0.9603533490079835,elhigh-radfar-az225 + ellow-radnear-az000,0.9603533490079835,0.0
rock,elhigh-radnear-az315 + ellow-radfar-az000 + elmid-radnear-az045,elhigh-radnear-az315,ellow-radfar-az000,elmid-radnear-az045,3,0.9855555564827388,0.9855555564827388,0.944487180567832,0.9855555564827388,elhigh-radnear-az315 + ellow-radfar-az000,0.9855555564827388,0.0,0.9500433990837394,0.9551597874219363,0.9603520586804658,0.9603520586804658,ellow-radfar-az000 + elmid-radnear-az045,0.9603520586804658,0.0
container,ellow-radfar-az180 + ellow-radnear-az045 + ellow-radnear-az135,ellow-radfar-az180,ellow-radnear-az045,ellow-radnear-az135,3,0.7994212964860101,0.7905092593282461,0.8373842593282461,0.8373842593282461,ellow-radnear-az045 + ellow-radnear-az135,0.8373842593282461,0.0,0.9600393324854828,0.9477079236568464,0.9603419345555521,0.9603419345555521,ellow-radnear-az045 + ellow-radnear-az135,0.9603419345555521,0.0
container,elhigh-radfar-az180 + elmid-radfar-az270 + elmid-radmid-az090,elhigh-radfar-az180,elmid-radfar-az270,elmid-radmid-az090,3,0.9874999999999999,0.9629629657224372,0.9625,0.9874999999999999,elhigh-radfar-az180 + elmid-radfar-az270,0.9874999999999999,0.0,0.9398309056221391,0.960328476678337,0.960328476678337,0.960328476678337,elhigh-radfar-az180 + elmid-radmid-az090,0.960328476678337,0.0
container,elhigh-radfar-az270 + ellow-radnear-az315 + elmid-radmid-az270,elhigh-radfar-az270,ellow-radnear-az315,elmid-radmid-az270,3,0.9927083333333333,0.9927083333333333,0.9520833333333334,0.9927083333333333,elhigh-radfar-az270 + ellow-radnear-az315,0.9927083333333333,0.0,0.9504310089582487,0.9483189727153475,0.9603011229475223,0.9603011229475223,ellow-radnear-az315 + elmid-radmid-az270,0.9603011229475223,0.0
container,elhigh-radmid-az315 + ellow-radnear-az315 + elmid-radmid-az270,elhigh-radmid-az315,ellow-radnear-az315,elmid-radmid-az270,3,1.0,1.0,0.9520833333333334,1.0,elhigh-radmid-az315 + ellow-radnear-az315,1.0,0.0,0.955696153418708,0.9483189727153475,0.9603011229475223,0.9603011229475223,ellow-radnear-az315 + elmid-radmid-az270,0.9603011229475223,0.0
rock,ellow-radmid-az135 + ellow-radmid-az315 + elmid-radnear-az135,ellow-radmid-az135,ellow-radmid-az315,elmid-radnear-az135,3,0.9755208333333334,0.9651388892903924,0.9609375,0.9755208333333334,ellow-radmid-az135 + ellow-radmid-az315,0.9755208333333334,0.0,0.9338684612738154,0.9594171917919129,0.9602917192226895,0.9602917192226895,ellow-radmid-az315 + elmid-radnear-az135,0.9602917192226895,0.0
tent,elhigh-radmid-az045 + elhigh-radnear-az180 + elmid-radnear-az135,elhigh-radmid-az045,elhigh-radnear-az180,elmid-radnear-az135,3,0.9930256415590262,0.9811111120217376,0.9930256415590262,0.9930256415590262,elhigh-radmid-az045 + elhigh-radnear-az180,0.9930256415590262,0.0,0.9532127523242219,0.9602675037762793,0.9602675037762793,0.9602675037762793,elhigh-radmid-az045 + elmid-radnear-az135,0.9602675037762793,0.0
container,ellow-radfar-az315 + ellow-radmid-az045 + ellow-radnear-az045,ellow-radfar-az315,ellow-radmid-az045,ellow-radnear-az045,3,0.9613611120912764,0.9713148165952276,0.8008703725762941,0.9713148165952276,ellow-radfar-az315 + ellow-radnear-az045,0.9713148165952276,0.0,0.9602423821655274,0.9443074916248939,0.9602423821655274,0.9602423821655274,ellow-radfar-az315 + ellow-radmid-az045,0.9602423821655274,0.0
tent,elhigh-radmid-az000 + elmid-radfar-az225 + elmid-radmid-az270,elhigh-radmid-az000,elmid-radfar-az225,elmid-radmid-az270,3,0.9233518585367365,0.9650916286383987,0.9650916286383987,0.9650916286383987,elhigh-radmid-az000 + elmid-radmid-az270,0.9650916286383987,0.0,0.952686345925469,0.9599354853935887,0.9601463881369803,0.9601463881369803,elmid-radfar-az225 + elmid-radmid-az270,0.9601463881369803,0.0
container,ellow-radfar-az180 + elmid-radmid-az270 + elmid-radmid-az315,ellow-radfar-az180,elmid-radmid-az270,elmid-radmid-az315,4,0.98359375,1.0,1.0,1.0,ellow-radfar-az180 + elmid-radmid-az315,1.0,0.0,0.9551799786335886,0.9597663708312112,0.9601333505698433,0.9601333505698433,elmid-radmid-az270 + elmid-radmid-az315,0.9601333505698433,0.0
rock,elhigh-radmid-az000 + ellow-radfar-az000 + ellow-radfar-az090,elhigh-radmid-az000,ellow-radfar-az000,ellow-radfar-az090,3,0.9885925934226424,0.9885925934226424,0.8624145309751232,0.9885925934226424,elhigh-radmid-az000 + ellow-radfar-az000,0.9885925934226424,0.0,0.9593777857449469,0.9601112257885435,0.9413063350740009,0.9601112257885435,elhigh-radmid-az000 + ellow-radfar-az090,0.9601112257885435,0.0
tent,ellow-radfar-az270 + ellow-radmid-az090 + elmid-radmid-az270,ellow-radfar-az270,ellow-radmid-az090,elmid-radmid-az270,3,0.958333333581686,0.8871212122340997,1.0,1.0,ellow-radmid-az090 + elmid-radmid-az270,1.0,0.0,0.9586000815846832,0.9594983210069495,0.9600941851145054,0.9600941851145054,ellow-radmid-az090 + elmid-radmid-az270,0.9600941851145054,0.0
container,elhigh-radfar-az270 + ellow-radnear-az225 + elmid-radmid-az270,elhigh-radfar-az270,ellow-radnear-az225,elmid-radmid-az270,3,0.9927083333333333,0.9927083333333333,0.9874999999999999,0.9927083333333333,elhigh-radfar-az270 + ellow-radnear-az225,0.9927083333333333,0.0,0.9600631236628594,0.9470482164656305,0.9600631236628594,0.9600631236628594,elhigh-radfar-az270 + ellow-radnear-az225,0.9600631236628594,0.0
rock,elhigh-radmid-az000 + elmid-radnear-az135 + elmid-radnear-az315,elhigh-radmid-az000,elmid-radnear-az135,elmid-radnear-az315,3,1.0,0.9855833336114883,1.0,1.0,elhigh-radmid-az000 + elmid-radnear-az135,1.0,0.0,0.9582817992777445,0.9562826633566507,0.9600558235497848,0.9600558235497848,elmid-radnear-az135 + elmid-radnear-az315,0.9600558235497848,0.0
container,elhigh-radmid-az315 + ellow-radfar-az135 + elmid-radnear-az180,elhigh-radmid-az315,ellow-radfar-az135,elmid-radnear-az180,3,0.9925925931444874,1.0,1.0,1.0,elhigh-radmid-az315 + elmid-radnear-az180,1.0,0.0,0.9398876577037593,0.9600104817085674,0.9600104817085674,0.9600104817085674,elhigh-radmid-az315 + elmid-radnear-az180,0.9600104817085674,0.0
suv,elhigh-radnear-az270 + ellow-radnear-az180 + elmid-radnear-az225,elhigh-radnear-az270,ellow-radnear-az180,elmid-radnear-az225,3,0.8934027778605621,0.905902777860562,0.8888888922002579,0.905902777860562,elhigh-radnear-az270 + elmid-radnear-az225,0.905902777860562,0.0,0.9513411737181118,0.9134929779811548,0.9600063735327401,0.9600063735327401,ellow-radnear-az180 + elmid-radnear-az225,0.9600063735327401,0.0
container,elhigh-radfar-az045 + elmid-radmid-az090 + elmid-radnear-az180,elhigh-radfar-az045,elmid-radmid-az090,elmid-radnear-az180,3,1.0,1.0,0.9851851862889749,1.0,elhigh-radfar-az045 + elmid-radmid-az090,1.0,0.0,0.945030702380207,0.9561773091508693,0.9599853244577877,0.9599853244577877,elmid-radmid-az090 + elmid-radnear-az180,0.9599853244577877,0.0
tent,elhigh-radfar-az225 + elhigh-radmid-az000 + ellow-radmid-az000,elhigh-radfar-az225,elhigh-radmid-az000,ellow-radmid-az000,3,0.9666193080359617,0.961405261437994,0.9340267164478178,0.9666193080359617,elhigh-radfar-az225 + elhigh-radmid-az000,0.9666193080359617,0.0,0.9564594289454362,0.9599762743967327,0.9522750202650249,0.9599762743967327,elhigh-radfar-az225 + ellow-radmid-az000,0.9599762743967327,0.0
container,elhigh-radmid-az315 + elhigh-radnear-az135 + ellow-radnear-az225,elhigh-radmid-az315,elhigh-radnear-az135,ellow-radnear-az225,3,0.9809523822296233,0.9512037045205082,0.9670634934235186,0.9809523822296233,elhigh-radmid-az315 + elhigh-radnear-az135,0.9809523822296233,0.0,0.9590301776718017,0.952612366347091,0.9599336565765763,0.9599336565765763,elhigh-radnear-az135 + ellow-radnear-az225,0.9599336565765763,0.0
suv,elhigh-radmid-az000 + elmid-radnear-az000 + elmid-radnear-az315,elhigh-radmid-az000,elmid-radnear-az000,elmid-radnear-az315,3,0.9874999999999999,0.9791666666666666,0.9874999999999999,0.9874999999999999,elhigh-radmid-az000 + elmid-radnear-az000,0.9874999999999999,0.0,0.9470720570612153,0.9580638491099348,0.9599090090100404,0.9599090090100404,elmid-radnear-az000 + elmid-radnear-az315,0.9599090090100404,0.0
rock,ellow-radfar-az090 + ellow-radmid-az135 + elmid-radnear-az315,ellow-radfar-az090,ellow-radmid-az135,elmid-radnear-az315,3,0.881811595743315,0.9895833333333334,0.9895833333333334,0.9895833333333334,ellow-radfar-az090 + elmid-radnear-az315,0.9895833333333334,0.0,0.9415728447139671,0.9598564856245856,0.9598564856245856,0.9598564856245856,ellow-radfar-az090 + elmid-radnear-az315,0.9598564856245856,0.0
container,elhigh-radfar-az135 + ellow-radfar-az180 + ellow-radnear-az135,elhigh-radfar-az135,ellow-radfar-az180,ellow-radnear-az135,4,0.9187581473763009,0.9508392886689732,0.8327837331651577,0.9508392886689732,elhigh-radfar-az135 + ellow-radnear-az135,0.9508392886689732,0.0,0.9432901001009046,0.9532109505182245,0.9598262491504572,0.9598262491504572,ellow-radfar-az180 + ellow-radnear-az135,0.9598262491504572,0.0
rock,elhigh-radfar-az225 + elhigh-radmid-az090 + elmid-radnear-az045,elhigh-radfar-az225,elhigh-radmid-az090,elmid-radnear-az045,3,0.9309137272395785,0.9232584687678114,0.911109057113099,0.9309137272395785,elhigh-radfar-az225 + elhigh-radmid-az090,0.9309137272395785,0.0,0.9424967533469086,0.9590630517214424,0.9597705400938956,0.9597705400938956,elhigh-radmid-az090 + elmid-radnear-az045,0.9597705400938956,0.0
rock,ellow-radmid-az045 + ellow-radmid-az135 + ellow-radnear-az045,ellow-radmid-az045,ellow-radmid-az135,ellow-radnear-az045,3,0.8306547626852989,0.8180000014056762,0.8306547626852989,0.8306547626852989,ellow-radmid-az045 + ellow-radmid-az135,0.8306547626852989,0.0,0.9570347217007212,0.9597300734881872,0.9544514219236362,0.9597300734881872,ellow-radmid-az045 + ellow-radnear-az045,0.9597300734881872,0.0
suv,elhigh-radfar-az090 + elmid-radnear-az090 + elmid-radnear-az135,elhigh-radfar-az090,elmid-radnear-az090,elmid-radnear-az135,3,0.9874999999999999,0.9874999999999999,0.975,0.9874999999999999,elhigh-radfar-az090 + elmid-radnear-az090,0.9874999999999999,0.0,0.9585655482554655,0.9458473441462824,0.9596089305548338,0.9596089305548338,elmid-radnear-az090 + elmid-radnear-az135,0.9596089305548338,0.0
suv,ellow-radfar-az225 + elmid-radnear-az090 + elmid-radnear-az135,ellow-radfar-az225,elmid-radnear-az090,elmid-radnear-az135,3,0.975,0.9333333333333332,0.975,0.975,ellow-radfar-az225 + elmid-radnear-az090,0.975,0.0,0.9588658186698721,0.9358052311501291,0.9596089305548338,0.9596089305548338,elmid-radnear-az090 + elmid-radnear-az135,0.9596089305548338,0.0
container,elhigh-radmid-az180 + elhigh-radnear-az000 + elmid-radnear-az180,elhigh-radmid-az180,elhigh-radnear-az000,elmid-radnear-az180,3,0.9874999999999999,1.0,1.0,1.0,elhigh-radmid-az180 + elmid-radnear-az180,1.0,0.0,0.9391845130623698,0.9595767391054247,0.9595767391054247,0.9595767391054247,elhigh-radmid-az180 + elmid-radnear-az180,0.9595767391054247,0.0
container,elhigh-radnear-az000 + ellow-radnear-az180 + elmid-radnear-az180,elhigh-radnear-az000,ellow-radnear-az180,elmid-radnear-az180,3,0.9874999999999999,1.0,1.0,1.0,elhigh-radnear-az000 + elmid-radnear-az180,1.0,0.0,0.9481669514898776,0.9595767391054247,0.9595767391054247,0.9595767391054247,elhigh-radnear-az000 + elmid-radnear-az180,0.9595767391054247,0.0
container,elhigh-radfar-az045 + ellow-radnear-az225 + ellow-radnear-az315,elhigh-radfar-az045,ellow-radnear-az225,ellow-radnear-az315,3,0.9911111116740439,0.9911111116740439,0.9355555569463306,0.9911111116740439,elhigh-radfar-az045 + ellow-radnear-az225,0.9911111116740439,0.0,0.9522738969048087,0.9595529422156387,0.9595529422156387,0.9595529422156387,elhigh-radfar-az045 + ellow-radnear-az315,0.9595529422156387,0.0
rock,elhigh-radfar-az045 + elhigh-radfar-az135 + elmid-radmid-az180,elhigh-radfar-az045,elhigh-radfar-az135,elmid-radmid-az180,3,0.988000000834465,0.9796874999999999,0.9561818209579496,0.988000000834465,elhigh-radfar-az045 + elhigh-radfar-az135,0.988000000834465,0.0,0.9491273695254137,0.9595475629109451,0.9486067861905738,0.9595475629109451,elhigh-radfar-az045 + elmid-radmid-az180,0.9595475629109451,0.0
container,ellow-radmid-az270 + elmid-radnear-az090 + elmid-radnear-az180,ellow-radmid-az270,elmid-radnear-az090,elmid-radnear-az180,3,1.0,1.0,1.0,1.0,ellow-radmid-az270 + elmid-radnear-az090,1.0,0.0,0.9569207625680486,0.9551019686371056,0.9595371239017977,0.9595371239017977,elmid-radnear-az090 + elmid-radnear-az180,0.9595371239017977,0.0
container,elhigh-radmid-az315 + ellow-radmid-az045 + ellow-radmid-az180,elhigh-radmid-az315,ellow-radmid-az045,ellow-radmid-az180,3,0.9927083333333333,0.9927083333333333,0.9363425934859725,0.9927083333333333,elhigh-radmid-az315 + ellow-radmid-az045,0.9927083333333333,0.0,0.9595104321081962,0.9378995385623922,0.956077561009477,0.9595104321081962,elhigh-radmid-az315 + ellow-radmid-az045,0.9595104321081962,0.0
container,elhigh-radfar-az315 + ellow-radnear-az000 + elmid-radmid-az315,elhigh-radfar-az315,ellow-radnear-az000,elmid-radmid-az315,4,0.9430147060193121,0.9935267857275903,0.9935267857275903,0.9935267857275903,elhigh-radfar-az315 + elmid-radmid-az315,0.9935267857275903,0.0,0.9527612697445038,0.9519778116878301,0.9594920868971366,0.9594920868971366,ellow-radnear-az000 + elmid-radmid-az315,0.9594920868971366,0.0
rock,ellow-radfar-az090 + ellow-radmid-az135 + elmid-radnear-az135,ellow-radfar-az090,ellow-radmid-az135,elmid-radnear-az135,4,0.9113586968074863,0.9890625,1.0,1.0,ellow-radmid-az135 + elmid-radnear-az135,1.0,0.0,0.9413220430308566,0.953764077987965,0.9594183531428948,0.9594183531428948,ellow-radmid-az135 + elmid-radnear-az135,0.9594183531428948,0.0
tent,elhigh-radmid-az045 + elhigh-radnear-az180 + elmid-radfar-az135,elhigh-radmid-az045,elhigh-radnear-az180,elmid-radfar-az135,3,1.0,0.9162037039796512,1.0,1.0,elhigh-radmid-az045 + elhigh-radnear-az180,1.0,0.0,0.9593848110578426,0.9488881020835637,0.9590985035458353,0.9593848110578426,elhigh-radmid-az045 + elhigh-radnear-az180,0.9593848110578426,0.0
suv,elhigh-radfar-az045 + ellow-radnear-az270 + elmid-radnear-az045,elhigh-radfar-az045,ellow-radnear-az270,elmid-radnear-az045,3,0.9960000002781549,1.0,1.0,1.0,elhigh-radfar-az045 + elmid-radnear-az045,1.0,0.0,0.9479018562792495,0.9497359415031946,0.9593392809006028,0.9593392809006028,ellow-radnear-az270 + elmid-radnear-az045,0.9593392809006028,0.0
suv,ellow-radnear-az090 + elmid-radmid-az270 + elmid-radnear-az270,ellow-radnear-az090,elmid-radmid-az270,elmid-radnear-az270,3,0.9625,1.0,1.0,1.0,ellow-radnear-az090 + elmid-radnear-az270,1.0,0.0,0.9550365568177467,0.9593000468065659,0.9523984352713898,0.9593000468065659,ellow-radnear-az090 + elmid-radnear-az270,0.9593000468065659,0.0
container,ellow-radfar-az090 + ellow-radnear-az135 + elmid-radmid-az045,ellow-radfar-az090,ellow-radnear-az135,elmid-radmid-az045,3,1.0,0.9896296302698278,1.0,1.0,ellow-radfar-az090 + ellow-radnear-az135,1.0,0.0,0.9591903434430549,0.9485874600193588,0.9591903434430549,0.9591903434430549,ellow-radfar-az090 + ellow-radnear-az135,0.9591903434430549,0.0
tower,ellow-radfar-az180 + elmid-radmid-az090 + elmid-radnear-az270,ellow-radfar-az180,elmid-radmid-az090,elmid-radnear-az270,3,0.7638176653258227,0.9809523822296233,0.9851851862889749,0.9851851862889749,elmid-radmid-az090 + elmid-radnear-az270,0.9851851862889749,0.0,0.9514956673448284,0.9574323377181244,0.9591620292714502,0.9591620292714502,elmid-radmid-az090 + elmid-radnear-az270,0.9591620292714502,0.0
suv,ellow-radnear-az135 + elmid-radmid-az045 + elmid-radmid-az315,ellow-radnear-az135,elmid-radmid-az045,elmid-radmid-az315,3,0.9672892358364685,0.9219523848919642,0.9389559027018173,0.9672892358364685,ellow-radnear-az135 + elmid-radmid-az045,0.9672892358364685,0.0,0.9570920539875942,0.9590760188237795,0.9385765010201013,0.9590760188237795,ellow-radnear-az135 + elmid-radmid-az315,0.9590760188237795,0.0
container,elhigh-radmid-az180 + elhigh-radnear-az135 + ellow-radmid-az045,elhigh-radmid-az180,elhigh-radnear-az135,ellow-radmid-az045,3,0.9341203735548037,0.956410259151415,0.9603108481298047,0.9603108481298047,elhigh-radnear-az135 + ellow-radmid-az045,0.9603108481298047,0.0,0.9546581928438039,0.9518368376428086,0.9590613618682132,0.9590613618682132,elhigh-radnear-az135 + ellow-radmid-az045,0.9590613618682132,0.0
rock,elhigh-radnear-az270 + ellow-radnear-az225 + elmid-radnear-az135,elhigh-radnear-az270,ellow-radnear-az225,elmid-radnear-az135,3,0.9600694445272286,1.0,1.0,1.0,elhigh-radnear-az270 + elmid-radnear-az135,1.0,0.0,0.9428046935768984,0.9590487761137503,0.9574841956752778,0.9590487761137503,elhigh-radnear-az270 + elmid-radnear-az135,0.9590487761137503,0.0
rock,elhigh-radnear-az315 + elmid-radmid-az045 + elmid-radnear-az315,elhigh-radnear-az315,elmid-radmid-az045,elmid-radnear-az315,3,1.0,1.0,0.9874999999999999,1.0,elhigh-radnear-az315 + elmid-radmid-az045,1.0,0.0,0.9486622784530994,0.9590395282813754,0.9590395282813754,0.9590395282813754,elhigh-radnear-az315 + elmid-radnear-az315,0.9590395282813754,0.0
suv,elhigh-radfar-az225 + elmid-radfar-az225 + elmid-radnear-az135,elhigh-radfar-az225,elmid-radfar-az225,elmid-radnear-az135,3,0.9624591815104905,0.9679137266037956,0.8956252834336019,0.9679137266037956,elhigh-radfar-az225 + elmid-radnear-az135,0.9679137266037956,0.0,0.9419550256497473,0.9590317332045638,0.9590317332045638,0.9590317332045638,elhigh-radfar-az225 + elmid-radnear-az135,0.9590317332045638,0.0
container,elhigh-radfar-az090 + elmid-radfar-az225 + elmid-radnear-az315,elhigh-radfar-az090,elmid-radfar-az225,elmid-radnear-az315,3,0.9708333350718021,1.0,1.0,1.0,elhigh-radfar-az090 + elmid-radnear-az315,1.0,0.0,0.9537485951906627,0.9590240809047117,0.9590240809047117,0.9590240809047117,elhigh-radfar-az090 + elmid-radnear-az315,0.9590240809047117,0.0
container,elhigh-radfar-az090 + elhigh-radmid-az225 + elmid-radnear-az045,elhigh-radfar-az090,elhigh-radmid-az225,elmid-radnear-az045,3,1.0,0.9874999999999999,1.0,1.0,elhigh-radfar-az090 + elhigh-radmid-az225,1.0,0.0,0.9342649303591722,0.9589808345725656,0.9589808345725656,0.9589808345725656,elhigh-radfar-az090 + elmid-radnear-az045,0.9589808345725656,0.0
container,elhigh-radmid-az315 + ellow-radnear-az225 + elmid-radmid-az270,elhigh-radmid-az315,ellow-radnear-az225,elmid-radmid-az270,3,0.9570370377545004,0.984375,0.9718749999999999,0.984375,elhigh-radmid-az315 + elmid-radmid-az270,0.984375,0.0,0.9589777494169395,0.9513989464424704,0.9576724173417723,0.9589777494169395,elhigh-radmid-az315 + ellow-radnear-az225,0.9589777494169395,0.0
container,elhigh-radnear-az045 + elmid-radfar-az180 + elmid-radnear-az180,elhigh-radnear-az045,elmid-radfar-az180,elmid-radnear-az180,3,1.0,1.0,1.0,1.0,elhigh-radnear-az045 + elmid-radfar-az180,1.0,0.0,0.9511777289332244,0.95897608918366,0.95897608918366,0.95897608918366,elhigh-radnear-az045 + elmid-radnear-az180,0.95897608918366,0.0
suv,elhigh-radnear-az000 + elmid-radnear-az180 + elmid-radnear-az270,elhigh-radnear-az000,elmid-radnear-az180,elmid-radnear-az270,3,0.9791666666666666,1.0,1.0,1.0,elhigh-radnear-az000 + elmid-radnear-az270,1.0,0.0,0.9481082848802428,0.9589760482470643,0.9589760482470643,0.9589760482470643,elhigh-radnear-az000 + elmid-radnear-az270,0.9589760482470643,0.0
tent,elmid-radfar-az225 + elmid-radnear-az045 + elmid-radnear-az135,elmid-radfar-az225,elmid-radnear-az045,elmid-radnear-az135,3,0.9208852292509051,0.908125283433602,0.9208852292509051,0.9208852292509051,elmid-radfar-az225 + elmid-radnear-az045,0.9208852292509051,0.0,0.9589280915092218,0.9509518963671285,0.9589525912391098,0.9589525912391098,elmid-radnear-az045 + elmid-radnear-az135,0.9589525912391098,0.0
container,ellow-radmid-az090 + elmid-radmid-az180 + elmid-radnear-az225,ellow-radmid-az090,elmid-radmid-az180,elmid-radnear-az225,3,0.9678362582684957,0.9874999999999999,1.0,1.0,elmid-radmid-az180 + elmid-radnear-az225,1.0,0.0,0.9544535028581388,0.9589513109725422,0.9573873182872367,0.9589513109725422,ellow-radmid-az090 + elmid-radnear-az225,0.9589513109725422,0.0
container,elhigh-radnear-az000 + elmid-radfar-az225 + elmid-radnear-az315,elhigh-radnear-az000,elmid-radfar-az225,elmid-radnear-az315,3,0.9270833333333334,1.0,1.0,1.0,elhigh-radnear-az000 + elmid-radnear-az315,1.0,0.0,0.9525424454329917,0.9589068474844673,0.9574973618158383,0.9589068474844673,elhigh-radnear-az000 + elmid-radnear-az315,0.9589068474844673,0.0
rock,elhigh-radfar-az045 + ellow-radmid-az135 + ellow-radmid-az180,elhigh-radfar-az045,ellow-radmid-az135,ellow-radmid-az180,3,1.0,1.0,0.8456790169448029,1.0,elhigh-radfar-az045 + ellow-radmid-az135,1.0,0.0,0.9588678443105666,0.9581363346314605,0.9564347953303324,0.9588678443105666,elhigh-radfar-az045 + ellow-radmid-az135,0.9588678443105666,0.0
suv,elhigh-radfar-az090 + ellow-radfar-az225 + elmid-radnear-az090,elhigh-radfar-az090,ellow-radfar-az225,elmid-radnear-az090,3,0.9097222264938883,0.9874999999999999,0.975,0.9874999999999999,elhigh-radfar-az090 + elmid-radnear-az090,0.9874999999999999,0.0,0.9402198525320008,0.9585655482554655,0.9588658186698721,0.9588658186698721,ellow-radfar-az225 + elmid-radnear-az090,0.9588658186698721,0.0
container,elhigh-radfar-az045 + elhigh-radmid-az315 + elmid-radnear-az180,elhigh-radfar-az045,elhigh-radmid-az315,elmid-radnear-az180,3,1.0,1.0,1.0,1.0,elhigh-radfar-az045 + elhigh-radmid-az315,1.0,0.0,0.9437631127028562,0.9588443626084123,0.9567169191695465,0.9588443626084123,elhigh-radfar-az045 + elmid-radnear-az180,0.9588443626084123,0.0
