group,target_class,subset_name,player_count,base_coalition_mask,base_coalition_size,base_coalition_members,candidate_player_index,candidate_viewpoint,expanded_coalition_mask,expanded_coalition_size,expanded_coalition_members,base_value,expanded_value,delta_value,rank_within_base_coalition
overall,all,edges_az135_225,8,32,1,elmid-radfar-az225,4,elmid-radnear-az225,40,2,elmid-radnear-az225 + elmid-radfar-az225,0.22292740826137006,0.3379485616245969,0.11502115336322685,7
overall,all,edges_az135_225,8,64,1,elhigh-radmid-az135,3,elmid-radnear-az135,68,2,elmid-radnear-az135 + elhigh-radmid-az135,0.17783338478634028,0.41206596559532077,0.2342325808089805,1
overall,all,edges_az135_225,8,64,1,elhigh-radmid-az135,8,elhigh-radmid-az225,192,2,elhigh-radmid-az135 + elhigh-radmid-az225,0.17783338478634028,0.3766845424300333,0.19885115764369302,2
overall,all,edges_az135_225,8,64,1,elhigh-radmid-az135,6,elmid-radfar-az225,96,2,elmid-radfar-az225 + elhigh-radmid-az135,0.17783338478634028,0.3560738373131355,0.17824045252679524,3
overall,all,edges_az135_225,8,64,1,elhigh-radmid-az135,5,elmid-radfar-az135,80,2,elmid-radfar-az135 + elhigh-radmid-az135,0.17783338478634028,0.34240976608912316,0.16457638130278288,4
overall,all,edges_az135_225,8,64,1,elhigh-radmid-az135,1,ellow-radmid-az135,65,2,ellow-radmid-az135 + elhigh-radmid-az135,0.17783338478634028,0.32035270188573195,0.14251931709939167,5
overall,all,edges_az135_225,8,64,1,elhigh-radmid-az135,2,ellow-radmid-az225,66,2,ellow-radmid-az225 + elhigh-radmid-az135,0.17783338478634028,0.3199175677149211,0.1420841829285808,6
overall,all,edges_az135_225,8,64,1,elhigh-radmid-az135,4,elmid-radnear-az225,72,2,elmid-radnear-az225 + elhigh-radmid-az135,0.17783338478634028,0.2842501068872831,0.1064167221009428,7
overall,all,edges_az135_225,8,128,1,elhigh-radmid-az225,3,elmid-radnear-az135,132,2,elmid-radnear-az135 + elhigh-radmid-az225,0.22200380160987118,0.4334674195843803,0.2114636179745091,1
overall,all,edges_az135_225,8,128,1,elhigh-radmid-az225,6,elmid-radfar-az225,160,2,elmid-radfar-az225 + elhigh-radmid-az225,0.22200380160987118,0.41491567327350415,0.19291187166363297,2
overall,all,edges_az135_225,8,128,1,elhigh-radmid-az225,7,elhigh-radmid-az135,192,2,elhigh-radmid-az135 + elhigh-radmid-az225,0.22200380160987118,0.3766845424300333,0.15468074082016212,3
overall,all,edges_az135_225,8,128,1,elhigh-radmid-az225,1,ellow-radmid-az135,129,2,ellow-radmid-az135 + elhigh-radmid-az225,0.22200380160987118,0.36386327543991115,0.14185947383003997,4
overall,all,edges_az135_225,8,128,1,elhigh-radmid-az225,4,elmid-radnear-az225,136,2,elmid-radnear-az225 + elhigh-radmid-az225,0.22200380160987118,0.35427669905582576,0.13227289744595458,5
overall,all,edges_az135_225,8,128,1,elhigh-radmid-az225,2,ellow-radmid-az225,130,2,ellow-radmid-az225 + elhigh-radmid-az225,0.22200380160987118,0.3537301205558652,0.13172631894599404,6
overall,all,edges_az135_225,8,128,1,elhigh-radmid-az225,5,elmid-radfar-az135,144,2,elmid-radfar-az135 + elhigh-radmid-az225,0.22200380160987118,0.35331128503217496,0.13130748342230378,7
overall,all,edges_az135_225,8,3,2,ellow-radmid-az135 + ellow-radmid-az225,3,elmid-radnear-az135,7,3,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radnear-az135,0.3196523012085211,0.5078780884010373,0.1882257871925162,1
overall,all,edges_az135_225,8,3,2,ellow-radmid-az135 + ellow-radmid-az225,8,elhigh-radmid-az225,131,3,ellow-radmid-az135 + ellow-radmid-az225 + elhigh-radmid-az225,0.3196523012085211,0.479934662911752,0.1602823617032309,2
overall,all,edges_az135_225,8,3,2,ellow-radmid-az135 + ellow-radmid-az225,6,elmid-radfar-az225,35,3,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radfar-az225,0.3196523012085211,0.4782845245777395,0.1586322233692184,3
overall,all,edges_az135_225,8,3,2,ellow-radmid-az135 + ellow-radmid-az225,7,elhigh-radmid-az135,67,3,ellow-radmid-az135 + ellow-radmid-az225 + elhigh-radmid-az135,0.3196523012085211,0.4467819533401596,0.12712965213163846,4
overall,all,edges_az135_225,8,3,2,ellow-radmid-az135 + ellow-radmid-az225,4,elmid-radnear-az225,11,3,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radnear-az225,0.3196523012085211,0.44662757961326005,0.12697527840473893,5
overall,all,edges_az135_225,8,3,2,ellow-radmid-az135 + ellow-radmid-az225,5,elmid-radfar-az135,19,3,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radfar-az135,0.3196523012085211,0.4372742746017373,0.11762197339321617,6
overall,all,edges_az135_225,8,5,2,ellow-radmid-az135 + elmid-radnear-az135,6,elmid-radfar-az225,37,3,ellow-radmid-az135 + elmid-radnear-az135 + elmid-radfar-az225,0.4007713607124052,0.5550037756665683,0.15423241495416312,1
overall,all,edges_az135_225,8,5,2,ellow-radmid-az135 + elmid-radnear-az135,8,elhigh-radmid-az225,133,3,ellow-radmid-az135 + elmid-radnear-az135 + elhigh-radmid-az225,0.4007713607124052,0.5446049076360374,0.1438335469236322,2
overall,all,edges_az135_225,8,5,2,ellow-radmid-az135 + elmid-radnear-az135,4,elmid-radnear-az225,13,3,ellow-radmid-az135 + elmid-radnear-az135 + elmid-radnear-az225,0.4007713607124052,0.5193475501400175,0.11857618942761233,3
overall,all,edges_az135_225,8,5,2,ellow-radmid-az135 + elmid-radnear-az135,7,elhigh-radmid-az135,69,3,ellow-radmid-az135 + elmid-radnear-az135 + elhigh-radmid-az135,0.4007713607124052,0.5171512100273719,0.11637984931496664,4
overall,all,edges_az135_225,8,5,2,ellow-radmid-az135 + elmid-radnear-az135,2,ellow-radmid-az225,7,3,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radnear-az135,0.4007713607124052,0.5078780884010373,0.10710672768863211,5
overall,all,edges_az135_225,8,5,2,ellow-radmid-az135 + elmid-radnear-az135,5,elmid-radfar-az135,21,3,ellow-radmid-az135 + elmid-radnear-az135 + elmid-radfar-az135,0.4007713607124052,0.5043473296860314,0.10357596897362614,6
overall,all,edges_az135_225,8,6,2,ellow-radmid-az225 + elmid-radnear-az135,6,elmid-radfar-az225,38,3,ellow-radmid-az225 + elmid-radnear-az135 + elmid-radfar-az225,0.39658467727181584,0.5546427865263125,0.15805810925449665,1
overall,all,edges_az135_225,8,6,2,ellow-radmid-az225 + elmid-radnear-az135,8,elhigh-radmid-az225,134,3,ellow-radmid-az225 + elmid-radnear-az135 + elhigh-radmid-az225,0.39658467727181584,0.5408458468226987,0.1442611695508828,2
overall,all,edges_az135_225,8,6,2,ellow-radmid-az225 + elmid-radnear-az135,7,elhigh-radmid-az135,70,3,ellow-radmid-az225 + elmid-radnear-az135 + elhigh-radmid-az135,0.39658467727181584,0.5276195053743975,0.13103482810258166,3
overall,all,edges_az135_225,8,6,2,ellow-radmid-az225 + elmid-radnear-az135,4,elmid-radnear-az225,14,3,ellow-radmid-az225 + elmid-radnear-az135 + elmid-radnear-az225,0.39658467727181584,0.520133290238302,0.12354861296648617,4
overall,all,edges_az135_225,8,6,2,ellow-radmid-az225 + elmid-radnear-az135,1,ellow-radmid-az135,7,3,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radnear-az135,0.39658467727181584,0.5078780884010373,0.11129341112922148,5
overall,all,edges_az135_225,8,6,2,ellow-radmid-az225 + elmid-radnear-az135,5,elmid-radfar-az135,22,3,ellow-radmid-az225 + elmid-radnear-az135 + elmid-radfar-az135,0.39658467727181584,0.49188472780092984,0.095300050529114,6
overall,all,edges_az135_225,8,9,2,ellow-radmid-az135 + elmid-radnear-az225,3,elmid-radnear-az135,13,3,ellow-radmid-az135 + elmid-radnear-az135 + elmid-radnear-az225,0.3098287842459486,0.5193475501400175,0.20951876589406893,1
overall,all,edges_az135_225,8,9,2,ellow-radmid-az135 + elmid-radnear-az225,8,elhigh-radmid-az225,137,3,ellow-radmid-az135 + elmid-radnear-az225 + elhigh-radmid-az225,0.3098287842459486,0.49022835494913747,0.18039957070318885,2
overall,all,edges_az135_225,8,9,2,ellow-radmid-az135 + elmid-radnear-az225,6,elmid-radfar-az225,41,3,ellow-radmid-az135 + elmid-radnear-az225 + elmid-radfar-az225,0.3098287842459486,0.47143169732723184,0.16160291308128322,3
overall,all,edges_az135_225,8,9,2,ellow-radmid-az135 + elmid-radnear-az225,2,ellow-radmid-az225,11,3,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radnear-az225,0.3098287842459486,0.44662757961326005,0.13679879536731143,4
overall,all,edges_az135_225,8,9,2,ellow-radmid-az135 + elmid-radnear-az225,5,elmid-radfar-az135,25,3,ellow-radmid-az135 + elmid-radnear-az225 + elmid-radfar-az135,0.3098287842459486,0.4398006319805263,0.1299718477345777,5
overall,all,edges_az135_225,8,9,2,ellow-radmid-az135 + elmid-radnear-az225,7,elhigh-radmid-az135,73,3,ellow-radmid-az135 + elmid-radnear-az225 + elhigh-radmid-az135,0.3098287842459486,0.42615068353453994,0.11632189928859132,6
overall,all,edges_az135_225,8,10,2,ellow-radmid-az225 + elmid-radnear-az225,3,elmid-radnear-az135,14,3,ellow-radmid-az225 + elmid-radnear-az135 + elmid-radnear-az225,0.3036764826349322,0.520133290238302,0.21645680760336983,1
overall,all,edges_az135_225,8,10,2,ellow-radmid-az225 + elmid-radnear-az225,8,elhigh-radmid-az225,138,3,ellow-radmid-az225 + elmid-radnear-az225 + elhigh-radmid-az225,0.3036764826349322,0.47928146734272425,0.17560498470779207,2
overall,all,edges_az135_225,8,10,2,ellow-radmid-az225 + elmid-radnear-az225,6,elmid-radfar-az225,42,3,ellow-radmid-az225 + elmid-radnear-az225 + elmid-radfar-az225,0.3036764826349322,0.4571118603391715,0.15343537770423932,3
overall,all,edges_az135_225,8,10,2,ellow-radmid-az225 + elmid-radnear-az225,1,ellow-radmid-az135,11,3,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radnear-az225,0.3036764826349322,0.44662757961326005,0.14295109697832786,4
overall,all,edges_az135_225,8,10,2,ellow-radmid-az225 + elmid-radnear-az225,5,elmid-radfar-az135,26,3,ellow-radmid-az225 + elmid-radnear-az225 + elmid-radfar-az135,0.3036764826349322,0.43760099013338377,0.13392450749845158,5
overall,all,edges_az135_225,8,10,2,ellow-radmid-az225 + elmid-radnear-az225,7,elhigh-radmid-az135,74,3,ellow-radmid-az225 + elmid-radnear-az225 + elhigh-radmid-az135,0.3036764826349322,0.4136820225689986,0.11000553993406642,6
overall,all,edges_az135_225,8,12,2,elmid-radnear-az135 + elmid-radnear-az225,6,elmid-radfar-az225,44,3,elmid-radnear-az135 + elmid-radnear-az225 + elmid-radfar-az225,0.4039944176785061,0.5531292450501519,0.14913482737164585,1
overall,all,edges_az135_225,8,12,2,elmid-radnear-az135 + elmid-radnear-az225,8,elhigh-radmid-az225,140,3,elmid-radnear-az135 + elmid-radnear-az225 + elhigh-radmid-az225,0.4039944176785061,0.550729894193195,0.14673547651468888,2
overall,all,edges_az135_225,8,12,2,elmid-radnear-az135 + elmid-radnear-az225,2,ellow-radmid-az225,14,3,ellow-radmid-az225 + elmid-radnear-az135 + elmid-radnear-az225,0.4039944176785061,0.520133290238302,0.11613887255979594,3
overall,all,edges_az135_225,8,12,2,elmid-radnear-az135 + elmid-radnear-az225,1,ellow-radmid-az135,13,3,ellow-radmid-az135 + elmid-radnear-az135 + elmid-radnear-az225,0.4039944176785061,0.5193475501400175,0.11535313246151147,4
overall,all,edges_az135_225,8,12,2,elmid-radnear-az135 + elmid-radnear-az225,5,elmid-radfar-az135,28,3,elmid-radnear-az135 + elmid-radnear-az225 + elmid-radfar-az135,0.4039944176785061,0.5172390405852886,0.1132446229067825,5
overall,all,edges_az135_225,8,12,2,elmid-radnear-az135 + elmid-radnear-az225,7,elhigh-radmid-az135,76,3,elmid-radnear-az135 + elmid-radnear-az225 + elhigh-radmid-az135,0.4039944176785061,0.5000576105809138,0.09606319290240772,6
overall,all,edges_az135_225,8,17,2,ellow-radmid-az135 + elmid-radfar-az135,3,elmid-radnear-az135,21,3,ellow-radmid-az135 + elmid-radnear-az135 + elmid-radfar-az135,0.3157283471557525,0.5043473296860314,0.18861898253027887,1
overall,all,edges_az135_225,8,17,2,ellow-radmid-az135 + elmid-radfar-az135,8,elhigh-radmid-az225,145,3,ellow-radmid-az135 + elmid-radfar-az135 + elhigh-radmid-az225,0.3157283471557525,0.46916964881037576,0.15344130165462327,2
overall,all,edges_az135_225,8,17,2,ellow-radmid-az135 + elmid-radfar-az135,6,elmid-radfar-az225,49,3,ellow-radmid-az135 + elmid-radfar-az135 + elmid-radfar-az225,0.3157283471557525,0.4652325159883568,0.1495041688326043,3
overall,all,edges_az135_225,8,17,2,ellow-radmid-az135 + elmid-radfar-az135,7,elhigh-radmid-az135,81,3,ellow-radmid-az135 + elmid-radfar-az135 + elhigh-radmid-az135,0.3157283471557525,0.4556314254461154,0.13990307829036291,4
overall,all,edges_az135_225,8,17,2,ellow-radmid-az135 + elmid-radfar-az135,4,elmid-radnear-az225,25,3,ellow-radmid-az135 + elmid-radnear-az225 + elmid-radfar-az135,0.3157283471557525,0.4398006319805263,0.12407228482477384,5
