relation_type,relation_group,coalition_size,fusion_method,fusion_label,num_coalitions,mean_score,found_rate,average_precision,auc,precision,recall,f1,best_threshold,mean_delta_vs_best_single
elevation_relation,same_elevation,2,product_score,Product,169740,0.22126374066305052,0.6709379050312242,0.8054117154526741,0.7043289283048689,0.6709379050312242,1.0,0.8030674305861614,0.0,-0.39022144238756057
elevation_relation,same_elevation,2,log_product_score,Log-product,169740,-29.282220112439624,0.6709379050312242,0.9999999999999999,1.0,1.0,1.0,1.0,-33.99462081520785,-29.893705295490236
elevation_relation,different_elevation,3,max_score,Max,92074,0.7328972275367759,0.7970110997675782,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
elevation_relation,different_elevation,3,mean_score,Mean,92074,0.4227470346869727,0.7970110997675782,0.9999999999999999,1.0,1.0,1.0,1.0,0.0005743842339143,-0.3101501928498032
elevation_relation,different_elevation,3,noisy_or_score,Noisy-OR,92074,0.7517094469647633,0.7970110997675782,1.0,1.0,1.0,1.0,1.0,0.001723152701742947,0.018812219427987335
elevation_relation,different_elevation,3,product_score,Product,92074,0.13731664082739056,0.7970110997675782,0.8428650597473135,0.61294696391584,0.7970110997675782,1.0,0.8870408200268346,0.0,-0.5955805867093853
elevation_relation,different_elevation,3,log_product_score,Log-product,92074,-43.917337704710015,0.7970110997675782,1.0,1.0,1.0,1.0,1.0,-61.6256419311364,-44.6502349322468
elevation_relation,same_elevation,3,max_score,Max,10426,0.7352160300185688,0.7979090734701707,1.0,1.0,1.0,1.0,1.0,0.0147368926554918,0.0
elevation_relation,same_elevation,3,mean_score,Mean,10426,0.42687418938214494,0.7979090734701707,1.0,1.0,1.0,1.0,1.0,0.0049122975518306,-0.3083418406364239
elevation_relation,same_elevation,3,noisy_or_score,Noisy-OR,10426,0.7554849367150418,0.7979090734701707,0.9999999999999999,1.0,1.0,1.0,1.0,0.014736892655491829,0.020268906696473
elevation_relation,same_elevation,3,product_score,Product,10426,0.14181931070658674,0.7979090734701707,0.8464701700121979,0.620146652241856,0.7979090734701707,1.0,0.8875966924513204,0.0,-0.593396719311982
elevation_relation,same_elevation,3,log_product_score,Log-product,10426,-43.42672344197605,0.7979090734701707,1.0,1.0,1.0,1.0,1.0,-59.47944345658036,-44.16193947199462
radius_relation,same_radius,1,max_score,Max,14760,0.4224530580397339,0.4725609756097561,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
radius_relation,same_radius,1,mean_score,Mean,14760,0.4224530580397339,0.4725609756097561,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
radius_relation,same_radius,1,noisy_or_score,Noisy-OR,14760,0.4224530580397339,0.4725609756097561,1.0,1.0,1.0,1.0,1.0,0.001723152701742947,3.585065801512705e-19
radius_relation,same_radius,1,product_score,Product,14760,0.4224530580397339,0.4725609756097561,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
radius_relation,same_radius,1,log_product_score,Log-product,14760,-14.641110056219816,0.4725609756097561,1.0,1.0,1.0,1.0,1.0,-6.363599699279306,-15.06356311425955
radius_relation,different_radius,2,max_score,Max,354240,0.615880301046175,0.6777580171635049,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
radius_relation,different_radius,2,mean_score,Mean,354240,0.4224530580397339,0.6777580171635049,1.0,1.0,1.0,1.0,1.0,0.00086157635087145,-0.1934272430064411
radius_relation,different_radius,2,noisy_or_score,Noisy-OR,354240,0.6270571542106064,0.6777580171635049,1.0,1.0,1.0,1.0,1.0,0.001723152701742947,0.011176853164431585
radius_relation,different_radius,2,product_score,Product,354240,0.2178489618688612,0.6777580171635049,0.8048769623731035,0.6972414396328028,0.6777580171635049,1.0,0.8079329798815134,0.0,-0.39803133917731365
radius_relation,different_radius,2,log_product_score,Log-product,354240,-29.28222011243964,0.6777580171635049,1.0,1.0,1.0,1.0,1.0,-33.99462081520785,-29.898100413485803
radius_relation,same_radius,2,max_score,Max,169740,0.6146039827360156,0.676740897843761,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
radius_relation,same_radius,2,mean_score,Mean,169740,0.4224530580397339,0.676740897843761,0.9999999999999999,1.0,1.0,1.0,1.0,0.00086157635087145,-0.19215092469628173
