viewpoint_pair,viewpoint_1,viewpoint_2,sample_count,scene_count,mean_precision,mean_recall,mean_f1,mean_ap50_95,mean_best_ap50_95,mean_target_ap50_95,mean_best_target_ap50_95,mean_target_match_confidence_iou50,mean_best_target_match_confidence_iou50,mean_target_strict_quality_iou50,mean_best_target_strict_quality_iou50,mean_azimuth_gap,target_visible_rate,target_detected_rate,target_detected_given_visible
elmid-radmid-az045 + elmid-radfar-az135,elmid-radmid-az045,elmid-radfar-az135,7,7,0.5185228485164922,0.9559523809523809,0.6589207151047404,0.847209798749477,0.9062006536071029,0.8643710338042842,0.9467301600565986,0.9372532282556806,0.9485124605042594,0.8833337921799017,0.9185329291574565,90.0,1.0,1.0,1.0
elmid-radmid-az045 + elmid-radfar-az180,elmid-radmid-az045,elmid-radfar-az180,6,6,0.5890919724236937,0.9398148148148149,0.6975231507939269,0.8862050208698613,0.9433027678608265,0.9247546316415622,0.9639675935021152,0.939683715502421,0.9506388008594513,0.8977496451806317,0.9109977184992933,135.0,1.0,1.0,1.0
elmid-radmid-az045 + elmid-radfar-az225,elmid-radmid-az045,elmid-radfar-az225,4,4,0.47667887667887665,0.9366830065359477,0.6169212449700254,0.861031183561564,0.9467183805881512,0.9273171303312949,0.9600694448583655,0.9375307783484459,0.9482012093067169,0.8993484425484115,0.9061872000044877,180.0,1.0,1.0,1.0
elmid-radmid-az045 + elmid-radfar-az270,elmid-radmid-az045,elmid-radfar-az270,5,5,0.5157743496672716,0.9156510156510157,0.6553570605191117,0.7929000431976212,0.8667487824733696,0.866114286716779,0.918333333581686,0.9139685273170471,0.9262783408164978,0.8575668365364286,0.8938535439733932,135.0,1.0,1.0,1.0
elmid-radmid-az045 + elmid-radfar-az315,elmid-radmid-az045,elmid-radfar-az315,2,2,0.6376811594202898,0.9375,0.7589743589743589,0.8231223627175295,0.8995780522615519,0.8,0.9,0.885692223906517,0.8982096612453461,0.7820354666470424,0.8369864991116458,90.0,1.0,1.0,1.0
elmid-radmid-az045 + elmid-radmid-az090,elmid-radmid-az045,elmid-radmid-az090,6,6,0.42684064329346333,1.0,0.5635627373479036,0.9176518490258706,0.9495513708901275,0.9478703714417364,0.9592592599560265,0.9436123967170715,0.9474857946236929,0.9039949281897943,0.9121205243651401,45.0,1.0,1.0,1.0
elmid-radmid-az045 + elmid-radmid-az135,elmid-radmid-az045,elmid-radmid-az135,5,5,0.4575752599890531,0.967,0.6039763990702663,0.8736111607877713,0.9246003942033978,0.891898148542753,0.9400000000000001,0.9317669153213501,0.9370492219924926,0.8713771940503108,0.8949620619300745,90.0,1.0,1.0,1.0
elmid-radmid-az045 + elmid-radmid-az180,elmid-radmid-az045,elmid-radmid-az180,5,5,0.5795265942634363,0.9443939393939393,0.7089384752203088,0.8102450379603608,0.8428151356168005,0.8350009266510053,0.8722685189931481,0.8985046327114106,0.904570209980011,0.8285628439217966,0.8381198295189087,135.0,1.0,1.0,1.0
elmid-radmid-az045 + elmid-radmid-az225,elmid-radmid-az045,elmid-radmid-az225,5,5,0.41353964786880226,0.8869999999999999,0.5241190015658101,0.8118166557644472,0.9470354177676141,0.8910679583674858,0.9610793663017333,0.9416584670543671,0.9467185378074646,0.9054688962290885,0.9130352761754373,180.0,1.0,1.0,1.0
elmid-radmid-az045 + elmid-radmid-az270,elmid-radmid-az045,elmid-radmid-az270,6,6,0.6363777440903059,0.9807692307692308,0.7362671627153334,0.877505016166343,0.9131115261998382,0.9332175932065757,0.973379629905577,0.9485519329706827,0.9515012502670288,0.9051738724478753,0.9167937000019671,135.0,1.0,1.0,1.0
elmid-radmid-az045 + elmid-radmid-az315,elmid-radmid-az045,elmid-radmid-az315,6,6,0.6875285880807991,0.948259771629337,0.7610416666666667,0.8580666305520769,0.8970703803489579,0.8958443162152415,0.9293544949149176,0.9493331263462702,0.9542851746082306,0.9054226535760534,0.9161396234729988,90.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radfar-az000,elmid-radmid-az090,elhigh-radfar-az000,5,5,0.5586600469652135,0.905925925925926,0.6769640947288006,0.8913067012153189,0.9591559844725153,0.9229605771616102,0.9976000001668931,0.962246972322464,0.9666531443595886,0.9332725629320013,0.945878024744679,90.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radfar-az045,elmid-radmid-az090,elhigh-radfar-az045,6,6,0.6149360859266519,0.921957671957672,0.7077050470377951,0.8067398648122913,0.9061243918514595,0.8750979362538568,1.0,0.9623705744743347,0.968087395032247,0.9246164133278976,0.9503696727942353,45.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radfar-az090,elmid-radmid-az090,elhigh-radfar-az090,2,2,0.643939393939394,1.0,0.7821428571428571,0.9728715742594182,0.9846590910219786,0.9921875,0.9921875,0.9651020467281342,0.9700086414813995,0.9401261901257563,0.9505904172483586,0.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radfar-az135,elmid-radmid-az090,elhigh-radfar-az135,1,1,0.6,0.9375,0.7317073170731707,0.8838789763224739,0.9312500040978193,0.9002500004172325,0.988000000834465,0.9667382836341858,0.9727774262428284,0.9577803296696921,0.9654476830028855,45.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radfar-az180,elmid-radmid-az090,elhigh-radfar-az180,5,5,0.6524974721941355,0.9045387562628943,0.7355396488747495,0.8547134827724541,0.9434744321749291,0.9166119669550822,0.9777777794334623,0.9632101655006409,0.9697323679924011,0.9390365141889081,0.9538348428593423,90.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radfar-az225,elmid-radmid-az090,elhigh-radfar-az225,4,4,0.5753086419753086,0.984375,0.6948855835240275,0.8659231939294596,0.9001283328516694,0.965383680804736,0.9861111114008559,0.9547601789236069,0.959665983915329,0.927617324840242,0.9365266704301112,135.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radfar-az270,elmid-radmid-az090,elhigh-radfar-az270,5,5,0.5823700935123107,0.9333333333333333,0.6765485318164878,0.8564800298837785,0.9324157206316789,0.8666800230575932,0.968125,0.9341779589653015,0.9434581398963928,0.8818672051399886,0.8989206804207285,180.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radmid-az000,elmid-radmid-az090,elhigh-radmid-az000,5,5,0.7754310344827586,1.0,0.8595616024187454,0.870534518693472,0.9088150528733422,0.9031555568979845,0.9576000001668931,0.9467155933380127,0.949085807800293,0.9113186073242637,0.922651336585384,90.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radmid-az045,elmid-radmid-az090,elhigh-radmid-az045,7,7,0.5824493136043288,1.0,0.7103330220977279,0.9154805466948946,0.9519268724023621,0.9129265880809417,0.9468154765807447,0.9427025232996259,0.9500799093927655,0.899299850710426,0.9121102344977388,45.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radmid-az090,elmid-radmid-az090,elhigh-radmid-az090,4,4,0.49635575942915394,0.9006352087114338,0.6011210111431188,0.8066422876735471,0.8822475244982252,0.8287927367362298,0.9333333347924053,0.9211891070008278,0.9303237199783325,0.8517405462256988,0.8811885634325956,0.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radmid-az135,elmid-radmid-az090,elhigh-radmid-az135,6,6,0.6327352671501209,0.9924242424242425,0.7475516621743038,0.9143958070783941,0.9348987570141084,0.9070312512314155,0.9288773160289835,0.918509840965271,0.9244395395119985,0.8647428180519977,0.8852522932566386,45.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radmid-az180,elmid-radmid-az090,elhigh-radmid-az180,4,4,0.6337233169129721,1.0,0.7595835631549918,0.9606732142036454,0.9667865416724924,0.9299913198583656,0.95,0.9320870265364647,0.9362076073884964,0.8822397014329009,0.8924850405574771,90.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radmid-az225,elmid-radmid-az090,elhigh-radmid-az225,4,4,0.7927005789909016,0.9880952380952381,0.8741258741258742,0.9492636084027196,0.9696509497009261,0.9688802083954215,1.0,0.9585706666111946,0.963166743516922,0.9158272325573202,0.9356921490727039,135.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radmid-az270,elmid-radmid-az090,elhigh-radmid-az270,3,3,0.8273015873015872,1.0,0.9006913890634821,0.8875372939097034,0.8950745863257428,0.8333333333333334,0.8666666666666667,0.8713460663954417,0.877866268157959,0.7844895251078761,0.8094070884999063,180.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radmid-az315,elmid-radmid-az090,elhigh-radmid-az315,4,4,0.5031432748538012,1.0,0.656729092624177,0.9241284436150766,0.9565157328174785,0.9613038217166645,0.99609375,0.9671366289258003,0.9715391844511032,0.9456481987638896,0.9573088169351269,135.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radnear-az000,elmid-radmid-az090,elhigh-radnear-az000,4,4,0.8693548387096774,1.0,0.9241452991452992,0.952658488084476,0.9781752488965223,0.9727430568801032,0.9849826394683785,0.9713350906968117,0.9746882766485214,0.9510687438049708,0.9627630842737611,90.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radnear-az045,elmid-radmid-az090,elhigh-radnear-az045,1,1,1.0,1.0,1.0,0.83125,0.8625,0.8,0.8,0.8266100287437439,0.8284043669700623,0.7228826584061139,0.7334617812655821,45.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radnear-az090,elmid-radmid-az090,elhigh-radnear-az090,6,6,0.6509967966876312,0.9888888888888889,0.757999037291242,0.9029584808390285,0.9395743161131604,0.9010127332440957,0.9566550931444874,0.9461151460806528,0.9494298895200094,0.898110100935197,0.912574573674398,0.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radnear-az135,elmid-radmid-az090,elhigh-radnear-az135,3,3,0.753968253968254,1.0,0.8050314465408804,0.8485375107888836,0.9373611123694313,0.8479629657265765,0.94916666696469,0.9491348365942637,0.9617201288541158,0.8853994105547933,0.9239857242248846,45.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radnear-az180,elmid-radmid-az090,elhigh-radnear-az180,5,5,0.5615623721408342,0.9875,0.6814206794984827,0.882885874481832,0.9157222256247722,0.9107632489382775,0.9513709409959551,0.9357515811920166,0.9386170864105224,0.885252341496049,0.8975115591816284,90.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radnear-az225,elmid-radmid-az090,elhigh-radnear-az225,6,6,0.7358999350227421,0.9888888888888889,0.8307531309446494,0.8979410788643163,0.9407363205588317,0.9497395847820572,0.972627316194552,0.9645432780186335,0.9726497630278269,0.9337291946552906,0.9532940646616298,135.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radnear-az270,elmid-radmid-az090,elhigh-radnear-az270,6,6,0.5864141137872718,0.9196428571428572,0.6950213825562123,0.8407873579415277,0.909810580417215,0.8730608980481823,0.9555555565282702,0.9408603558937708,0.9444233775138855,0.8928539611823858,0.9078059213518573,180.0,1.0,1.0,1.0
elmid-radmid-az090 + elhigh-radnear-az315,elmid-radmid-az090,elhigh-radnear-az315,5,5,0.7318425635667014,0.99,0.8383793156902402,0.8968263355240629,0.93014314664375,0.9613541671633721,0.9925000002980232,0.9732278287410736,0.9771498918533326,0.9583250809709163,0.9663415218742302,135.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radfar-az000,elmid-radmid-az090,elmid-radfar-az000,6,6,0.582669773953067,0.9123015873015873,0.6844157574603944,0.8318330466506522,0.9177041769919586,0.9366898161221157,0.9666666666666667,0.9426152457793554,0.9474921425183614,0.904442914853307,0.9166975909900105,90.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radfar-az045,elmid-radmid-az090,elmid-radfar-az045,3,3,0.248461876510657,0.9500000000000001,0.3920908255760916,0.7846700390237853,0.8381104539986396,0.8463773171507097,0.9074074086353735,0.9103426039218903,0.9137437343597412,0.8499483495645835,0.8610700528154211,45.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radfar-az090,elmid-radmid-az090,elmid-radfar-az090,5,5,0.6287889346425932,0.95,0.752999102999103,0.8297549933346151,0.8483633843260131,0.8129666667997837,0.845,0.9262180328369141,0.9333264350891113,0.8441138135440525,0.8600243030032289,0.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radfar-az135,elmid-radmid-az090,elmid-radfar-az135,4,4,0.5857954545454546,1.0,0.7114168618266978,0.9115925671254314,0.9243000361504153,0.974696180700428,0.9861111114008559,0.95323845744133,0.9589671194553375,0.9239285254682965,0.9350295794818404,45.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radfar-az180,elmid-radmid-az090,elmid-radfar-az180,6,6,0.5258597883597883,0.9761904761904762,0.660271146478043,0.8697108265607758,0.9034282604645899,0.9293209882154141,0.951851852376152,0.9298465698957443,0.9389394422372183,0.8854166573492016,0.9051549681511014,90.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radfar-az225,elmid-radmid-az090,elmid-radfar-az225,8,8,0.5514510297302926,0.9283925626030889,0.6563678213678213,0.8005984118811371,0.8472335509631399,0.8895433736929489,0.9617176229703344,0.9453078359365463,0.9503635689616203,0.9097125310563197,0.9213348513785227,135.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radfar-az270,elmid-radmid-az090,elmid-radfar-az270,5,5,0.543275501760193,0.9397701149425288,0.6741363131936581,0.8234860914758995,0.8768088313433514,0.9283619667948948,0.9775,0.9703230142593384,0.9751150131225585,0.9508701264794499,0.9612103680534382,180.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radfar-az315,elmid-radmid-az090,elmid-radfar-az315,5,5,0.4590711795579052,0.9105413105413106,0.5927929107239452,0.8351984600102943,0.935894934827013,0.9196119675002163,1.0,0.9682057499885559,0.9723160743713379,0.9522946796680258,0.960627897152974,135.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radmid-az135,elmid-radmid-az090,elmid-radmid-az135,4,4,0.7625631313131314,1.0,0.8518697096324869,0.9634251896857096,0.9714571595968758,0.9893663200446301,0.99609375,0.9637129902839661,0.9679940044879913,0.9423603057597933,0.9457554524850318,45.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radmid-az180,elmid-radmid-az090,elmid-radmid-az180,1,1,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.9334818720817566,0.9639601707458496,0.7971355727206912,0.9216823539305494,90.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radmid-az225,elmid-radmid-az090,elmid-radmid-az225,2,2,0.35256410256410253,1.0,0.5035460992907801,0.7935174218026249,0.8159150855730899,0.8728298614008559,0.8734375000000001,0.8945343345403671,0.9007776379585266,0.8218305605928204,0.8267967025192853,135.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radmid-az270,elmid-radmid-az090,elmid-radmid-az270,6,6,0.5079931837830166,0.9027777777777778,0.5927743623203227,0.8534019648843465,0.9485718130841997,0.896687713008098,0.962268518794466,0.9559697161118189,0.9586391647656759,0.9127117041755423,0.928780473290996,180.0,1.0,1.0,1.0
elmid-radmid-az090 + elmid-radmid-az315,elmid-radmid-az090,elmid-radmid-az315,2,2,0.5011520737327189,1.0,0.6553147574819401,0.7898389162688514,0.8260606108921946,0.8475000011175872,0.8700000007450581,0.9021131098270416,0.9090570211410522,0.8421377989592722,0.8526199147431583,135.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radfar-az000,elmid-radmid-az135,elhigh-radfar-az000,4,4,0.7058823529411764,0.975,0.8093152235427278,0.9236821503714401,0.9604389890212388,0.9487847224291828,1.0,0.9513326659798622,0.9561630040407181,0.920323709258648,0.9292504744055714,135.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radfar-az045,elmid-radmid-az135,elhigh-radfar-az045,4,4,0.5748301777713543,0.9243421052631579,0.6765873015873016,0.8702084395643058,0.9637517520049144,0.9840277780054344,1.0,0.9554214999079704,0.9626979827880859,0.930643420227022,0.9396557165617505,90.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radfar-az090,elmid-radmid-az135,elhigh-radfar-az090,3,3,0.3571557534906114,0.8970588235294118,0.488422035480859,0.8247278730542812,0.8847344151836826,0.8919946011063861,0.9947916666666666,0.962585320075353,0.9676786859830221,0.9047827259899505,0.9451009335358348,45.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radfar-az135,elmid-radmid-az135,elhigh-radfar-az135,3,3,0.6171652421652422,1.0,0.7146424112716248,0.8694323479004225,0.885238705382677,0.9028922487419119,0.9428712312026275,0.9687394996484121,0.9695823987325033,0.9483140973235754,0.9587223996105981,0.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radfar-az180,elmid-radmid-az135,elhigh-radfar-az180,5,5,0.6314110070257611,0.9941176470588236,0.7391652333448,0.89396791837756,0.9396067187483192,0.8425000020613274,0.9400000000000001,0.9151321828365326,0.9289023756980896,0.8387001950253087,0.8832811936042703,45.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radfar-az225,elmid-radmid-az135,elhigh-radfar-az225,4,4,0.6672151854928018,0.984375,0.7722587719298245,0.8854937482313194,0.9189743029369596,0.9095000001713633,0.925,0.9162693545222282,0.9274268299341202,0.8562120303168141,0.8641948341745023,90.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radfar-az270,elmid-radmid-az135,elhigh-radfar-az270,3,3,0.9077380952380952,1.0,0.9508142002241137,0.9238631720465994,0.9352050280523678,0.9877546301042592,0.9925925931444874,0.9631771047910055,0.9701195955276489,0.9338744761099124,0.946884753331318,135.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radfar-az315,elmid-radmid-az135,elhigh-radfar-az315,3,3,0.44098765432098763,0.9333333333333332,0.5743691569454786,0.7879670108872547,0.8828882616905099,0.9081484291431513,0.9394564714206418,0.9520130058129629,0.9550588130950928,0.9301358597106795,0.9347279453566948,180.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radmid-az000,elmid-radmid-az135,elhigh-radmid-az000,2,2,0.759090909090909,1.0,0.861764705882353,0.913078497580829,0.9251302110652129,0.9788194448583656,1.0,0.9583964198827744,0.9618312120437622,0.9259693195228813,0.9386514235443784,135.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radmid-az045,elmid-radmid-az135,elhigh-radmid-az045,3,3,0.734640522875817,1.0,0.8321531100478469,0.94126120336526,0.9688467264317331,0.9328703715017549,0.9925925931444874,0.9637254973252615,0.966085414091746,0.9436817681370311,0.9486665205811704,90.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radmid-az090,elmid-radmid-az135,elhigh-radmid-az090,3,3,0.5541894353369763,0.9876543209876543,0.6738011695906433,0.8822989815792486,0.9191310194534577,0.8612654341913668,0.9333333333333332,0.929553896188736,0.9453063607215881,0.8590343531872359,0.9003491720702037,45.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radmid-az135,elmid-radmid-az135,elhigh-radmid-az135,4,4,0.7955232909860859,0.9868421052631579,0.8776552287581699,0.9525078158558227,0.9622519376395032,0.9829861123321785,0.9944444448583656,0.9725231602787971,0.9745664149522781,0.952384152077717,0.9570013638612718,0.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radmid-az180,elmid-radmid-az135,elhigh-radmid-az180,4,4,0.6318677296938167,0.9791666666666666,0.7653964456596035,0.9478732957478431,0.9736235109113511,0.9750000007450581,1.0,0.9654834941029549,0.9690352380275726,0.9288687992924931,0.9382324886346058,45.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radmid-az225,elmid-radmid-az135,elhigh-radmid-az225,5,5,0.46207570207570203,0.9249019607843139,0.5915151515151515,0.794261423280052,0.8409457138406807,0.859592595094884,0.8866666688024998,0.91575767993927,0.9308517336845398,0.8491355661354341,0.8644683581317366,90.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radmid-az270,elmid-radmid-az135,elhigh-radmid-az270,1,1,0.9375,1.0,0.967741935483871,0.9417968764901161,0.9500000029802322,0.9888888897167312,1.0,0.9749913513660431,0.9753445982933044,0.9571982215302075,0.9592953475803725,135.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radmid-az315,elmid-radmid-az135,elhigh-radmid-az315,3,3,0.5341880341880342,0.9166666666666666,0.6737857246331823,0.8546207287447191,0.9275170063985989,0.8212384268503499,0.8518518532039941,0.9057385921478271,0.9169988036155701,0.8237542870155666,0.8277187564485521,180.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radnear-az000,elmid-radmid-az135,elhigh-radnear-az000,5,5,0.540540450928382,0.9675,0.6924476098890091,0.8797360440158345,0.9279251538427922,0.9327680927687501,0.9586738831504084,0.9670131981372834,0.9717230558395386,0.9457604128292673,0.9539476075985448,135.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radnear-az045,elmid-radmid-az135,elhigh-radnear-az045,1,1,0.4090909090909091,1.0,0.5806451612903226,0.9535000026375056,1.0,1.0,1.0,0.9416706562042236,0.9500382542610168,0.9037222245641114,0.9138915676500083,90.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radnear-az090,elmid-radmid-az135,elhigh-radnear-az090,5,5,0.6582258064516129,0.9833333333333334,0.776047466314097,0.8916393318492105,0.922035966281498,0.9002777781668637,0.9180555558866924,0.9295346200466156,0.9343115806579589,0.861650891274914,0.8846434609243609,45.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radnear-az135,elmid-radmid-az135,elhigh-radnear-az135,4,4,0.5368297101449275,0.9903846153846154,0.6428521569174926,0.8722929683844547,0.8897339551757133,0.8568750001024454,0.8750000001862646,0.8880636617541313,0.9037418812513351,0.8069026362659373,0.825144291450874,0.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radnear-az180,elmid-radmid-az135,elhigh-radnear-az180,5,5,0.5855719458738327,0.9836120401337792,0.7305126567940837,0.8815995967662225,0.9147337241751098,0.8825000004221997,0.9105555558866925,0.9166603922843933,0.9251625537872314,0.84684996091352,0.8705792498519273,45.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radnear-az225,elmid-radmid-az135,elhigh-radnear-az225,3,3,0.8174603174603176,1.0,0.8933333333333334,0.9773214284626265,0.9900297622737431,0.9962962965722437,1.0,0.9553727706273397,0.9602108200391134,0.9309845431991194,0.9355201102528751,90.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radnear-az270,elmid-radmid-az135,elhigh-radnear-az270,4,4,0.6984335839598997,0.96875,0.8087536549707602,0.909948243389959,0.9625364742064405,0.974678819740398,1.0,0.9652977511286736,0.9725512564182281,0.9340319827675518,0.9491052150971937,135.0,1.0,1.0,1.0
elmid-radmid-az135 + elhigh-radnear-az315,elmid-radmid-az135,elhigh-radnear-az315,4,4,0.40646666907410084,0.925,0.5486568986568987,0.78843829025301,0.863577178441402,0.7875000000931323,0.8250000001862645,0.8732120841741562,0.886205792427063,0.7548503038532206,0.7715718150478104,180.0,1.0,1.0,1.0
elmid-radmid-az135 + elmid-radfar-az000,elmid-radmid-az135,elmid-radfar-az000,3,3,0.5520094562647754,0.9861111111111112,0.7048513302034429,0.8754069426798692,0.9090602347518061,0.8419779329633288,0.8727898047539752,0.9253706336021423,0.932753344376882,0.8762014034264288,0.8843356795258769,135.0,1.0,1.0,1.0
elmid-radmid-az135 + elmid-radfar-az045,elmid-radmid-az135,elmid-radfar-az045,8,8,0.47957395846147927,0.9663377192982456,0.6147903982151919,0.8441180037829779,0.9035394662333415,0.894818289060137,0.9447916672694393,0.9240474030375481,0.9355612844228745,0.8753108790276862,0.8858645873685651,90.0,1.0,1.0,1.0
elmid-radmid-az135 + elmid-radfar-az090,elmid-radmid-az135,elmid-radfar-az090,1,1,0.125,0.75,0.21428571428571427,0.4518452404998243,0.5178571436554193,0.75,1.0,0.9435549080371857,0.9574283361434937,0.805180893878978,0.9211356667061352,45.0,1.0,1.0,1.0
elmid-radmid-az135 + elmid-radfar-az135,elmid-radmid-az135,elmid-radfar-az135,4,4,0.4519984326018809,0.85,0.5588001867413632,0.7714575692216838,0.854077498728146,0.9389691579564439,0.9545923535654813,0.951091818511486,0.9576635807752609,0.9171104170127711,0.9318365531020527,0.0,1.0,1.0,1.0
elmid-radmid-az135 + elmid-radfar-az180,elmid-radmid-az135,elmid-radfar-az180,3,3,0.4906988436400201,0.9833333333333334,0.6105221600911256,0.8662035871198542,0.9098221023494574,0.9108024728564935,0.9234567948605542,0.9607182343800863,0.9676607449849447,0.9415782010406458,0.9530245057287511,45.0,1.0,1.0,1.0
elmid-radmid-az135 + elmid-radfar-az225,elmid-radmid-az135,elmid-radfar-az225,8,8,0.5115256644575866,0.9251201034737621,0.6211385210904788,0.8377792223983638,0.943465262026555,0.9229452633330497,0.9647961767827407,0.944270096719265,0.9531541913747787,0.9069676531720174,0.9237827424657121,90.0,1.0,1.0,1.0
elmid-radmid-az135 + elmid-radfar-az270,elmid-radmid-az135,elmid-radfar-az270,1,1,0.40816326530612246,0.9523809523809523,0.5714285714285714,0.7703170568169361,0.880571432239243,0.7500000003725291,0.9,0.786864161491394,0.8041430711746216,0.6395517270461148,0.7067356660316619,135.0,1.0,1.0,1.0
elmid-radmid-az135 + elmid-radfar-az315,elmid-radmid-az135,elmid-radfar-az315,2,2,0.6063829787234043,0.9761904761904762,0.6739130434782609,0.8912441263388244,0.9021885115469213,0.9481481512870501,1.0,0.9553312212228775,0.960368812084198,0.9307394693243047,0.9380647990195357,180.0,1.0,1.0,1.0
elmid-radmid-az135 + elmid-radmid-az180,elmid-radmid-az135,elmid-radmid-az180,3,3,0.6112012987012987,1.0,0.7104979742550901,0.8855895927307219,0.9460509763099253,0.8866666694689128,0.9592592598111541,0.9345262746016184,0.9430017272631327,0.895285726603562,0.9078382656279942,45.0,1.0,1.0,1.0
elmid-radmid-az135 + elmid-radmid-az270,elmid-radmid-az135,elmid-radmid-az270,3,3,0.7055103884372178,0.9615384615384616,0.8002842928216062,0.8714375966019149,0.938244048044795,0.9625000001241762,1.0,0.9539573192596436,0.9580429395039877,0.911212176023513,0.9262864662695485,135.0,1.0,1.0,1.0
elmid-radmid-az135 + elmid-radmid-az315,elmid-radmid-az135,elmid-radmid-az315,4,4,0.3067485754985755,0.8546365914786967,0.4207012793969316,0.8008777108480308,0.9237685930098447,0.903689201766591,0.9685267857275903,0.9426093995571136,0.9504352360963821,0.8976994484588476,0.9235525331024155,180.0,1.0,1.0,1.0
elmid-radmid-az180 + elhigh-radfar-az000,elmid-radmid-az180,elhigh-radfar-az000,6,6,0.660515873015873,0.9930555555555555,0.7903758550817375,0.9173180492183942,0.9374503424652527,0.9430511744172958,0.9565641536914482,0.9326922247807184,0.9443132678667704,0.8924099153227484,0.9083598333528625,180.0,1.0,1.0,1.0
elmid-radmid-az180 + elhigh-radfar-az045,elmid-radmid-az180,elhigh-radfar-az045,8,8,0.5628030852131437,0.9645887283630912,0.6745161464089358,0.854634918651165,0.9080068475177916,0.9066379490951453,0.9521050357984172,0.9430127367377281,0.9491258263587952,0.9074792979010622,0.9173497922832814,135.0,1.0,1.0,1.0
elmid-radmid-az180 + elhigh-radfar-az090,elmid-radmid-az180,elhigh-radfar-az090,2,2,0.6799999999999999,1.0,0.7647058823529411,0.915508930717994,0.9661428588320102,0.95625,1.0,0.9462140053510666,0.9514038860797882,0.9094056071031362,0.912248866372062,90.0,1.0,1.0,1.0
elmid-radmid-az180 + elhigh-radfar-az135,elmid-radmid-az180,elhigh-radfar-az135,6,6,0.4991137566137566,0.9702116988702354,0.6285549497361335,0.8053029602694156,0.8707475427455731,0.9049640245670609,0.9413845613184525,0.9388886640469233,0.9516327083110809,0.9057205693621887,0.9249758129828702,45.0,1.0,1.0,1.0
