scene_key,target_class,available_view_count,pair_count,single_expected_precision,single_expected_recall,single_expected_f1,single_expected_ap50_95,single_expected_target_visible_rate,single_expected_target_detected_rate,single_expected_target_detected_given_visible,single_expected_target_ap50_95,single_expected_target_match_confidence_iou50,single_expected_target_strict_quality_iou50,pair_expected_precision,pair_expected_recall,pair_expected_f1,pair_expected_ap50_95,pair_expected_best_available_ap50_95,pair_expected_target_visible_rate,pair_expected_target_detected_rate,pair_expected_target_detected_given_visible,pair_expected_mean_target_ap50_95,pair_expected_target_ap50_95,pair_expected_best_target_ap50_95,pair_expected_target_match_confidence_iou50,pair_expected_target_strict_quality_iou50,delta_target_detected_rate,delta_target_ap50_95,delta_target_match_confidence_iou50,delta_target_strict_quality_iou50,delta_ap50_95
S0-SM_container_1,container,10,45,0.6504166666666666,0.8728260869565216,0.7058464027881504,0.8273837741798236,1.0,1.0,1.0,0.9291666666977108,0.9655085206031799,0.9361176583687183,0.47235523862290724,0.8099012345679013,0.5601557008176645,0.8273837741798236,0.9584475309691496,1.0,1.0,1.0,0.9291666666977108,1.0,1.0,0.9696917719311184,0.94580170309753,0.0,0.07083333330228925,0.004183251327938509,0.00968404472881168,0.0
S0-SM_container_10,container,12,66,0.6147714816271985,0.9345238095238094,0.7200020170520784,0.8739106430030942,1.0,1.0,1.0,0.9847106483109571,0.9673567116260529,0.9390176105837602,0.5513346222110496,0.9195179790652871,0.6745150777218699,0.8739106430030941,0.9633983098394812,1.0,1.0,1.0,0.9847106483109571,0.9955439815291451,0.9955439815291451,0.971263890916651,0.9473715140577696,0.0,0.010833333218188024,0.0039071792905981395,0.008353903474009439,-1.1102230246251565e-16
S0-SM_container_11,container,16,120,0.5701621599647916,0.9358363858363858,0.6795710113902713,0.8814982908489999,1.0,1.0,1.0,0.960997024245028,0.9682843014597893,0.9456129242441316,0.500940254700642,0.9253981537253596,0.6367645007304146,0.8814982908489999,0.96089763841825,1.0,1.0,1.0,0.960997024245028,0.993307291691502,0.993307291691502,0.9737343783179919,0.9555942370716756,0.0,0.03231026744647403,0.005450076858202646,0.009981312827543998,0.0
S0-SM_container_12,container,9,36,0.47746094485224916,0.9686868686868687,0.6042447264669487,0.8204624058461233,1.0,1.0,1.0,0.9508449088920047,0.9648204180929396,0.9443781461611995,0.4132263758951412,0.9625517360940479,0.5643024489816938,0.8204624058461233,0.9173167365979048,1.0,1.0,1.0,0.9508449088920047,0.9822173999461494,0.9822173999461494,0.9724473059177399,0.9581863032238958,0.0,0.03137249105414475,0.007626887824800255,0.013808157062696225,0.0
S0-SM_container_13,container,14,91,0.5116661191624087,0.9444959802102659,0.6422056115665138,0.8501404242527666,1.0,1.0,1.0,0.9411231597235041,0.9699683146817344,0.9421177739055481,0.4574765121558165,0.9285658248176683,0.5973605559020113,0.8501404242527666,0.9329805557221345,1.0,1.0,1.0,0.9411231597235041,0.9820157425889747,0.9820157425889747,0.9733618445448823,0.9500015856744118,0.0,0.040892582865470595,0.0033935298631478927,0.007883811768863769,0.0
S0-SM_container_14,container,10,45,0.688761827949246,0.9398692810457516,0.7669127593717758,0.830695660914168,1.0,1.0,1.0,0.9063472252541945,0.9675334453582763,0.9425444668856556,0.5681560560887967,0.9076484273100239,0.6710246999263388,0.830695660914168,0.9297982331017339,1.0,1.0,1.0,0.9063472252541946,0.9785308652369328,0.9785308652369328,0.9728617972797817,0.9562330693462029,0.0,0.07218363998273825,0.005328351921505381,0.013688602460547261,0.0
S0-SM_container_15,container,14,91,0.7963642213642215,0.9617376775271512,0.8615532337336849,0.9050514270209435,1.0,1.0,1.0,0.9566764473207295,0.9673349389008113,0.9440920071587134,0.7687377935374979,0.9587443286180906,0.8470270063354758,0.9050514270209435,0.9497088920695225,1.0,1.0,1.0,0.9566764473207295,0.9920712325214357,0.9920712325214357,0.9704304520900433,0.9512201704780096,0.0,0.03539478520070616,0.0030955131892319576,0.00712816331929611,0.0
S0-SM_container_16,container,10,45,0.6107686810943243,0.9633333333333333,0.7240221018949302,0.8881402503862725,1.0,1.0,1.0,0.9784071432247758,0.9714297592639923,0.953361805228053,0.5273023663030063,0.9492101999345045,0.6630614012059394,0.8881402503862726,0.9557391222123502,1.0,1.0,1.0,0.9784071432247758,0.9942126986056566,0.9942126986056566,0.9750024464395312,0.9598181014648983,0.0,0.015805555380880798,0.0035726871755388245,0.006456296236845294,1.1102230246251565e-16
S0-SM_container_17,container,11,55,0.5778615488595725,0.9568181818181819,0.6933770440452506,0.8630077075314755,1.0,1.0,1.0,0.933671719018859,0.9699543172662909,0.9485821245026248,0.5365531289002521,0.9367134354863367,0.665058152949263,0.8630077075314755,0.9435427680167368,1.0,1.0,1.0,0.933671719018859,0.986761111660678,0.986761111660678,0.972493775324388,0.9530905946777022,0.0,0.053089392641819,0.002539458058097077,0.004508470175077384,0.0
S0-SM_container_18,container,13,78,0.6676903895839785,0.9606227106227105,0.7591061161494311,0.8546225972013926,1.0,1.0,1.0,0.9712676776075373,0.9657502587024982,0.9437439709709999,0.5796263404555096,0.9494534430445183,0.6970014485200744,0.8546225972013926,0.928307304905367,1.0,1.0,1.0,0.9712676776075372,0.9950236988244543,0.9950236988244543,0.9708640017570593,0.9519542460710095,0.0,0.023756021216917,0.005113743054561137,0.0082102751000096,0.0
S0-SM_container_2,container,7,21,0.8055555555555556,1.0,0.878169449598021,0.8957371067593968,1.0,1.0,1.0,1.0,0.9621600423540387,0.937160927141648,0.7766750212128364,1.0,0.8669234220779325,0.8957371067593969,0.9244196452129455,1.0,1.0,1.0,1.0,1.0,1.0,0.9688040472212291,0.9497295414575191,0.0,0.0,0.006644004867190412,0.012568614315871085,1.1102230246251565e-16
S0-SM_container_21,container,10,45,0.6072198879551821,0.9584090909090909,0.7096518025786318,0.892312652649857,1.0,1.0,1.0,0.9396388908206589,0.9635153830051422,0.9299263571039631,0.5400225354938744,0.9601160006526362,0.6745957061247648,0.892312652649857,0.9531566854911117,1.0,1.0,1.0,0.9396388908206589,0.9825308650106559,0.9825308650106559,0.9692511863178677,0.9463288439150337,0.0,0.04289197418999702,0.005735803312725496,0.016402486811070593,0.0
S0-SM_container_22,container,10,45,0.653737508836193,0.9805555555555555,0.7607202580028667,0.9263516905337715,0.9,0.9,1.0,0.862037203013897,0.872277706861496,0.8552489258006964,0.5786754636503957,0.9769229808909892,0.7148448732885622,0.9263516905337714,0.9747484373780968,1.0,1.0,1.0,0.862037203013897,0.9861914684540696,0.9861914684540696,0.9718006147278679,0.9566365729034289,0.09999999999999998,0.1241542654401726,0.09952290786637197,0.1013876471027324,-1.1102230246251565e-16
S0-SM_container_23,container,11,55,0.627988677988678,0.990909090909091,0.7432560482469739,0.9192967640673327,1.0,1.0,1.0,0.9712256504198561,0.9706873406063427,0.9550785119709331,0.5657189801639622,0.9899140198232514,0.7079935293196704,0.9192967640673327,0.9522030976285811,1.0,1.0,1.0,0.971225650419856,0.9956574675373056,0.9956574675373056,0.9750356013124639,0.9627090342799968,0.0,0.02443181711744946,0.004348260706121265,0.007630522309063692,0.0
S0-SM_container_3,container,10,45,0.6165073271323271,0.92875,0.7070813168716084,0.8014434082219364,1.0,1.0,1.0,0.975,0.9619371652603149,0.9415280485960043,0.5110807174019545,0.9134578027560484,0.632227796238,0.8014434082219364,0.9056943427980287,1.0,1.0,1.0,0.975,1.0,1.0,0.9681492381625705,0.95080439996198,0.0,0.025000000000000022,0.006212072902255561,0.00927635136597571,0.0
S0-SM_container_30,container,17,136,0.6241324543219493,0.9707749766573296,0.7325089711090286,0.9271556524443062,1.0,1.0,1.0,0.9677360533756646,0.9664192410076365,0.946565753684314,0.5749318962987593,0.9711371811748615,0.7080205326543553,0.9271556524443062,0.9698777595245917,1.0,1.0,1.0,0.9677360533756646,0.9888874304530416,0.9888874304530416,0.9714937635204371,0.9534655369073716,0.0,0.02115137707737702,0.0050745225128006055,0.006899783223057621,0.0
S0-SM_container_4,container,10,45,0.600099846390169,0.9538461538461538,0.6807554721701063,0.7767615044241267,1.0,1.0,1.0,0.9276785715483129,0.9599166572093963,0.9300656171423174,0.4311451707638216,0.9211236424394319,0.5475478833643558,0.7767615044241266,0.9434443350637354,1.0,1.0,1.0,0.9276785715483129,1.0,1.0,0.9647594465149774,0.9375366754256472,0.0,0.0723214284516871,0.004842789305581019,0.0074710582833298345,-1.1102230246251565e-16
S0-SM_container_5,container,10,45,0.5554742917900812,0.9380952380952381,0.6792312700071321,0.7925296257929063,1.0,1.0,1.0,0.9584027780675226,0.966608190536499,0.9385799762546817,0.5228727701209215,0.936682805212217,0.6632462021821384,0.7925296257929064,0.884066941697302,1.0,1.0,1.0,0.9584027780675225,0.9815354939669739,0.9815354939669739,0.9728379355536567,0.953919108824747,0.0,0.023132715899451317,0.006229745017157673,0.01533913257006525,1.1102230246251565e-16
S0-SM_container_6,container,5,10,0.5935912172119069,0.9492063492063492,0.7063852143728304,0.8389676236690743,1.0,1.0,1.0,0.9928125,0.9710590600967407,0.947864744468071,0.5336446024274131,0.9481652661064427,0.6712763583005938,0.8389676236690743,0.8919643344044188,1.0,1.0,1.0,0.9928125,0.9984375,0.9984375,0.9731711566448211,0.9525932083535323,0.0,0.005624999999999991,0.002112096548080422,0.0047284638854613315,0.0
S0-SM_container_7,container,11,55,0.6836272767949786,0.9785353535353536,0.7857779725781181,0.8308034237611831,1.0,1.0,1.0,0.9359217175160243,0.9715628190474077,0.9523923264415505,0.6217983956043219,0.9723938368416397,0.7448028440992492,0.830803423761183,0.9124618976088,1.0,1.0,1.0,0.9359217175160243,0.9876893941106067,0.9876893941106067,0.9753969116644425,0.9606667892432602,0.0,0.05176767659458248,0.0038340926170348233,0.008274462801709737,-1.1102230246251565e-16
S0-SM_container_8,container,9,36,0.5788534893186056,0.9241622574955909,0.7034592297216403,0.7990581237133956,1.0,1.0,1.0,0.9293518531212099,0.9684271613756815,0.9436269741068659,0.5278586751988316,0.9014799546011688,0.659698443767708,0.7990581237133956,0.8852234572463714,1.0,1.0,1.0,0.9293518531212102,0.9971296297620843,0.9971296297620843,0.9710850500398212,0.9510781142114486,0.0,0.06777777664087437,0.0026578886641396293,0.007451140104582699,0.0
S0-SM_container_9,container,8,28,0.6949760765550239,0.8623737373737373,0.746907908875994,0.7480516962073771,1.0,1.0,1.0,0.9050000004284083,0.9596371203660965,0.9320974386780256,0.5444723531997427,0.8008498941534655,0.622139746488612,0.7480516962073771,0.8998588862534961,1.0,1.0,1.0,0.9050000004284084,1.0,1.0,0.964498194200652,0.9409419465108336,0.0,0.09499999957159166,0.004861073834555474,0.00884450783280799,0.0
S0-SM_male1,male,5,10,0.885,1.0,0.9316239316239316,0.9017500016093255,1.0,1.0,1.0,0.72,0.8025713801383972,0.6717251523749773,0.860897435897436,1.0,0.9213139801375096,0.9017500016093255,0.9166875001788138,1.0,1.0,1.0,0.72,0.8099999999999999,0.8099999999999999,0.8309381484985352,0.7232970521900469,0.0,0.08999999999999997,0.02836676836013796,0.0515718998150696,0.0
S0-SM_male10,male,15,105,0.3463605762665194,0.8273936229462546,0.4668398120953555,0.6228590213869707,1.0,1.0,1.0,0.5795925928652287,0.7987836996714274,0.6416317297325129,0.2641130454099037,0.757112423078272,0.3828308012536946,0.6228590213869708,0.7674775788384823,1.0,1.0,1.0,0.5795925928652287,0.6604100531996007,0.6604100531996007,0.8440529249963307,0.7017974953979496,0.0,0.08081746033437198,0.045269225324903295,0.06016576566543663,1.1102230246251565e-16
S0-SM_male11,male,5,10,0.8977777777777778,1.0,0.9424148606811146,0.911862437417031,1.0,1.0,1.0,0.7727777809980843,0.8581358909606933,0.7527825554424219,0.8952046783625731,1.0,0.9433060791884321,0.911862437417031,0.9467605845438187,1.0,1.0,1.0,0.7727777809980843,0.8402777796197268,0.8402777796197268,0.8753782927989959,0.7743830198934518,0.0,0.06749999862164258,0.017242401838302612,0.02160046445102992,0.0
S0-SM_male12,male,10,45,0.6423095238095238,0.9441666666666666,0.7480167450278572,0.7918470963940297,0.9,0.9,1.0,0.5872539717666213,0.7255573511123657,0.6083946889470202,0.5791130264719209,0.934830785845624,0.7011512354930629,0.7918470963940297,0.8751898354942567,1.0,1.0,1.0,0.5872539717666213,0.6960229312271878,0.6960229312271878,0.8293311026361253,0.71063251057752,0.09999999999999998,0.10876895946056653,0.10377375152375956,0.10223782163049977,0.0
S0-SM_male13,male,4,6,0.6315972222222223,0.96875,0.7426716506000394,0.8483551167164852,1.0,1.0,1.0,0.645505960697663,0.8531452715396881,0.7721029976823512,0.5935358758888171,0.9685185185185184,0.7285563983743963,0.8483551167164852,0.8830174999666865,1.0,1.0,1.0,0.6455059606976629,0.7014351906537734,0.7014351906537734,0.8775845170021057,0.8164260243222318,0.0,0.05592922995611038,0.024439245462417603,0.044323026639880525,0.0
S0-SM_male14,male,7,21,0.7287546564857489,0.9904761904761905,0.8317356248052554,0.8602263068540655,1.0,1.0,1.0,0.7358730175641794,0.8605435405458722,0.7134427467005219,0.7010103181870827,0.9888060957072039,0.8147790211226441,0.8602263068540655,0.8766899642210749,1.0,1.0,1.0,0.7358730175641794,0.7879761910911591,0.7879761910911591,0.872644875730787,0.763595998592027,0.0,0.052103173526979685,0.012101335184914741,0.0501532518915051,0.0
S0-SM_male15,male,17,136,0.4276147729792231,0.9732726423902894,0.5708106864065882,0.7777401650027151,1.0,1.0,1.0,0.6473010046122357,0.786234884577639,0.6542150340466132,0.37649867848055896,0.9619102209170232,0.5325217904884829,0.7777401650027151,0.8472692142022574,1.0,1.0,1.0,0.6473010046122357,0.7693459678770858,0.7693459678770858,0.8518824060173595,0.7386592140716646,0.0,0.12204496326485004,0.06564752143972052,0.08444418002505139,0.0
S0-SM_male16,male,12,66,0.48767911202121733,0.9695910973084887,0.6269790177143119,0.7140230448129129,0.9166666666666666,0.9166666666666666,1.0,0.6170816816458548,0.7658750911553701,0.6557583006890161,0.4352211928371314,0.960663961907901,0.5910082878500436,0.7140230448129129,0.7734967730353599,1.0,1.0,1.0,0.6170816816458549,0.7435798473060382,0.7435798473060382,0.8547968340642524,0.7574717986026787,0.08333333333333337,0.12649816566018346,0.08892174290888233,0.10171349791366258,0.0
S0-SM_male17,male,10,45,0.6059190309939935,0.9550000000000001,0.7186500945527314,0.816517036314041,0.9,0.9,1.0,0.7083611125842564,0.7581382274627686,0.6750167001097662,0.5242729375033665,0.9433863505819409,0.6601565815954217,0.816517036314041,0.8740398410613044,1.0,1.0,1.0,0.7083611125842565,0.8523425932606614,0.8523425932606614,0.8650439964400397,0.7842167774698522,0.09999999999999998,0.14398148067640504,0.10690576897727111,0.10920007736008597,0.0
S0-SM_male18,male,13,78,0.41398105817705566,0.9026983983505723,0.5270347032520181,0.7005225648436486,1.0,1.0,1.0,0.7400386666373406,0.8374239756510808,0.7126137112729949,0.30771690129203916,0.8634710506377345,0.4381175872046145,0.7005225648436487,0.803447632322306,1.0,1.0,1.0,0.7400386666373406,0.8100291691998455,0.8100291691998455,0.8614462858591324,0.7635539634144514,0.0,0.06999050256250483,0.024022310208051567,0.05094025214145648,1.1102230246251565e-16
S0-SM_male19,male,9,36,0.28296933913632205,0.8498677248677249,0.40592571731922944,0.64411910352802,1.0,1.0,1.0,0.6803468590817999,0.8495643006430732,0.7360707809398213,0.24685789531096836,0.822885951486313,0.37280263352978343,0.64411910352802,0.7063478981430571,1.0,1.0,1.0,0.6803468590817999,0.750418874385719,0.750418874385719,0.8703566061125861,0.7864535757808271,0.0,0.07007201530391904,0.02079230546951294,0.05038279484100583,0.0
S0-SM_male2,male,13,78,0.6889534062962055,0.9692307692307692,0.7751738290199828,0.8300345455824478,0.9230769230769231,0.9230769230769231,1.0,0.6549450549941797,0.7521543869605432,0.6291195817723584,0.6051384150205469,0.9607988165680473,0.719902223176765,0.8300345455824476,0.9060135349075454,1.0,1.0,1.0,0.6549450549941797,0.7721611721775471,0.7721611721775471,0.835842170776465,0.708930680732788,0.07692307692307687,0.11721611718336744,0.0836877838159219,0.0798110989604296,-2.220446049250313e-16
S0-SM_male20,male,13,78,0.2909378499041397,0.9025781910397295,0.4308920434815003,0.7018184217204818,1.0,1.0,1.0,0.6891117239188088,0.828150226519658,0.6919629304595182,0.26517230581744217,0.8597001916432248,0.4005106446726461,0.7018184217204817,0.7895105641815834,1.0,1.0,1.0,0.6891117239188089,0.7676790823165357,0.7676790823165357,0.8487421312393286,0.745231413499961,0.0,0.07856735839772688,0.02059190471967065,0.05326848304044285,-1.1102230246251565e-16
S0-SM_male3,male,13,78,0.5823787501672117,0.8229220055307013,0.6409080122563269,0.5109916346709128,1.0,1.0,1.0,0.6092628214293374,0.8250435178096478,0.6649022144651137,0.392347662050667,0.7405078573016687,0.4799690366795271,0.5109916346709128,0.6430097465403541,1.0,1.0,1.0,0.6092628214293374,0.6876068383311996,0.6876068383311996,0.8529479381365653,0.7071401668246858,0.0,0.07834401690186221,0.027904420326917534,0.04223795235957217,0.0
S0-SM_male4,male,14,91,0.6081821279606089,0.9354934956438716,0.7088271874328956,0.8258795520478049,0.9285714285714286,0.9285714285714286,1.0,0.67760582215335,0.7451976452554975,0.6615669366612826,0.5369819475945149,0.9118969648761508,0.6565803585427133,0.8258795520478049,0.9269041414303791,1.0,1.0,1.0,0.6776058221533501,0.8292267003534138,0.8292267003534138,0.8658021924259899,0.7843062572693003,0.0714285714285714,0.15162087820006387,0.1206045471704924,0.12273932060801762,0.0
