pair_id,viewpoint_1,viewpoint_2,pair_map50_95,pair_map50,pair_f1,single_1_map50_95,single_2_map50_95,single_1_rank,single_2_rank,best_constituent_single_map50_95,mean_constituent_single_map50_95,worst_constituent_single_map50_95,pair_minus_best_single,pair_minus_mean_single,pair_minus_worst_single,number_of_train_images,number_of_val_images,budget_control_map50_95,pair_minus_budget_control,budget_control_run_count,budget_control_ids,beats_best_single,beats_mean_single,elevation_combo
p0011,ellow-radnear-az000,ellow-radmid-az135,0.3153462703199754,0.5161015399634463,0.5686268719627974,0.31016518002313737,0.27777266742978585,52,69,0.31016518002313737,0.2939689237264616,0.27777266742978585,0.0051810902968380534,0.021377346593513813,0.03757360289018957,287,58,nan,nan,0,,True,True,ellow-ellow
p0012,ellow-radnear-az000,ellow-radmid-az180,0.32444992388480826,0.5232595379971364,0.5771064797733979,0.31016518002313737,0.33089890701803604,52,47,0.33089890701803604,0.32053204352058673,0.31016518002313737,-0.006448983133227781,0.0039178803642215265,0.01428474386167089,293,61,nan,nan,0,,False,True,ellow-ellow
p0013,ellow-radnear-az000,ellow-radmid-az225,0.3252409907805119,0.5318462908984163,0.5821505419068227,0.31016518002313737,0.3003457176956631,52,57,0.31016518002313737,0.30525544885940026,0.3003457176956631,0.01507581075737452,0.019985541921111627,0.02489527308484879,296,50,nan,nan,0,,True,True,ellow-ellow
p0014,ellow-radnear-az000,ellow-radmid-az270,0.3360369674505319,0.5383267789110668,0.5893980831793197,0.31016518002313737,0.31427159279864797,52,50,0.31427159279864797,0.31221838641089267,0.31016518002313737,0.02176537465188394,0.02381858103963924,0.025871787427394544,283,66,nan,nan,0,,True,True,ellow-ellow
p0015,ellow-radnear-az000,ellow-radmid-az315,0.2972949049317068,0.4844058303231255,0.5448214470980808,0.31016518002313737,0.2748397286931444,52,71,0.31016518002313737,0.2925024543581409,0.2748397286931444,-0.012870275091430572,0.004792450573565921,0.022455176238562413,293,49,nan,nan,0,,False,True,ellow-ellow
p0016,ellow-radnear-az000,ellow-radfar-az000,0.33154254126100313,0.544834673106352,0.5992004230570057,0.31016518002313737,0.2817460140742008,52,67,0.31016518002313737,0.2959555970486691,0.2817460140742008,0.021377361237865766,0.03558694421233405,0.04979652718680233,277,59,nan,nan,0,,True,True,ellow-ellow
p0017,ellow-radnear-az000,ellow-radfar-az045,0.33843271928657176,0.5547483643405384,0.6027260366410444,0.31016518002313737,0.30519005759179973,52,55,0.31016518002313737,0.3076776188074686,0.30519005759179973,0.028267539263434394,0.03075510047910318,0.033242661694772024,289,64,nan,nan,0,,True,True,ellow-ellow
p0018,ellow-radnear-az000,ellow-radfar-az090,0.31837468902534577,0.5168531796529726,0.567992052564399,0.31016518002313737,0.3072999780629998,52,54,0.31016518002313737,0.3087325790430686,0.3072999780629998,0.008209509002208404,0.009642109982277158,0.011074710962345968,281,66,nan,nan,0,,True,True,ellow-ellow
p0019,ellow-radnear-az000,ellow-radfar-az135,0.32094028710039324,0.5229723515198084,0.5693014462653095,0.31016518002313737,0.28205091366265594,52,66,0.31016518002313737,0.29610804684289666,0.28205091366265594,0.010775107077255874,0.024832240257496585,0.038889373437737296,286,53,nan,nan,0,,True,True,ellow-ellow
p0020,ellow-radnear-az000,ellow-radfar-az180,0.3339448828617358,0.538195441686428,0.5897150166493959,0.31016518002313737,0.3013082995025368,52,56,0.31016518002313737,0.3057367397628371,0.3013082995025368,0.023779702838598427,0.028208143098898686,0.032636583359199,286,64,nan,nan,0,,True,True,ellow-ellow
p0021,ellow-radnear-az000,ellow-radfar-az225,0.3283785392390935,0.5401410714850493,0.5888851853048807,0.31016518002313737,0.28484504258501964,52,64,0.31016518002313737,0.29750511130407853,0.28484504258501964,0.018213359215956126,0.030873427935014963,0.043533496654073855,282,63,nan,nan,0,,True,True,ellow-ellow
p0022,ellow-radnear-az000,ellow-radfar-az270,0.32945077217515306,0.5369321283303841,0.5898876170208978,0.31016518002313737,0.30958469798239646,52,53,0.31016518002313737,0.3098749390027669,0.30958469798239646,0.019285592152015696,0.019575833172386148,0.0198660741927566,278,65,nan,nan,0,,True,True,ellow-ellow
p0023,ellow-radnear-az000,ellow-radfar-az315,0.31168500317511294,0.5103960614568893,0.5593946986681753,0.31016518002313737,0.27594677444659244,52,70,0.31016518002313737,0.2930559772348649,0.27594677444659244,0.0015198231519755745,0.018629025940248067,0.035738228728520505,290,57,nan,nan,0,,True,True,ellow-ellow
p0024,ellow-radnear-az000,elmid-radnear-az000,0.46817382501229365,0.701413246885414,0.7267320167059682,0.31016518002313737,0.35517090007794966,52,20,0.35517090007794966,0.3326680400505435,0.31016518002313737,0.113002924934344,0.13550578496175014,0.1580086449891563,289,65,nan,nan,0,,True,True,ellow-elmid
p0025,ellow-radnear-az000,elmid-radnear-az045,0.47267099572986215,0.7009092518557588,0.7262938112291204,0.31016518002313737,0.3542262604718849,52,23,0.3542262604718849,0.3321957202475111,0.31016518002313737,0.11844473525797727,0.14047527548235106,0.1625058157067248,279,64,nan,nan,0,,True,True,ellow-elmid
p0026,ellow-radnear-az000,elmid-radnear-az090,0.47453097276002143,0.7033873608346927,0.7277800581962923,0.31016518002313737,0.3373441618464497,52,37,0.3373441618464497,0.32375467093479354,0.31016518002313737,0.1371868109135717,0.1507763018252279,0.16436579273688406,291,53,nan,nan,0,,True,True,ellow-elmid
p0027,ellow-radnear-az000,elmid-radnear-az135,0.46924894730614086,0.6951008654361224,0.7213303426923686,0.31016518002313737,0.34220636476623056,52,31,0.34220636476623056,0.32618577239468394,0.31016518002313737,0.1270425825399103,0.14306317491145693,0.1590837672830035,283,49,nan,nan,0,,True,True,ellow-elmid
p0028,ellow-radnear-az000,elmid-radnear-az180,0.47329406418197856,0.6994392924633905,0.7253506952919121,0.31016518002313737,0.3511704098620124,52,25,0.3511704098620124,0.3306677949425749,0.31016518002313737,0.12212365431996614,0.14262626923940364,0.1631288841588412,285,58,nan,nan,0,,True,True,ellow-elmid
p0029,ellow-radnear-az000,elmid-radnear-az225,0.48028434602230413,0.7078958541077269,0.7332968829786716,0.31016518002313737,0.36478026048785717,52,17,0.36478026048785717,0.33747272025549724,0.31016518002313737,0.11550408553444697,0.1428116257668069,0.17011916599916677,287,63,nan,nan,0,,True,True,ellow-elmid
p0030,ellow-radnear-az000,elmid-radnear-az270,0.4773328679630464,0.7010867003640153,0.7245941183933918,0.31016518002313737,0.3473214946568377,52,26,0.3473214946568377,0.3287433373399875,0.31016518002313737,0.1300113733062087,0.1485895306230589,0.16716768793990905,275,57,nan,nan,0,,True,True,ellow-elmid
p0031,ellow-radnear-az000,elmid-radnear-az315,0.46100874645038337,0.6871791957250031,0.7153558653629734,0.31016518002313737,0.3398194147983978,52,34,0.3398194147983978,0.32499229741076757,0.31016518002313737,0.12118933165198559,0.1360164490396158,0.150843566427246,283,59,nan,nan,0,,True,True,ellow-elmid
p0032,ellow-radnear-az000,elmid-radmid-az000,0.47287431273920555,0.7077589016575406,0.7336070862359664,0.31016518002313737,0.40109184962731287,52,5,0.40109184962731287,0.3556285148252251,0.31016518002313737,0.07178246311189268,0.11724579791398043,0.16270913271606818,279,54,nan,nan,0,,True,True,ellow-elmid
p0033,ellow-radnear-az000,elmid-radmid-az045,0.4892212449668552,0.7119009851213886,0.7348020499938448,0.31016518002313737,0.41641372706811924,52,1,0.41641372706811924,0.3632894535456283,0.31016518002313737,0.07280751789873596,0.1259317914212269,0.17905606494371784,276,64,nan,nan,0,,True,True,ellow-elmid
p0034,ellow-radnear-az000,elmid-radmid-az090,0.4910923165554361,0.7171472162247912,0.7392322574312432,0.31016518002313737,0.39457841386323705,52,8,0.39457841386323705,0.3523717969431872,0.31016518002313737,0.09651390269219906,0.1387205196122489,0.18092713653229875,281,65,nan,nan,0,,True,True,ellow-elmid
p0036,ellow-radnear-az000,elmid-radmid-az180,0.4878984912215228,0.7175191896653238,0.7404563286150272,0.31016518002313737,0.3920347270865256,52,10,0.3920347270865256,0.3510999535548315,0.31016518002313737,0.0958637641349972,0.1367985376666913,0.17773331119838542,290,54,nan,nan,0,,True,True,ellow-elmid
p0038,ellow-radnear-az000,elmid-radmid-az270,0.4912164905084619,0.7215014215786884,0.7444534333000806,0.31016518002313737,0.40315190191972006,52,3,0.40315190191972006,0.3566585409714287,0.31016518002313737,0.08806458858874183,0.1345579495370332,0.18105131048532452,279,56,nan,nan,0,,True,True,ellow-elmid
p0039,ellow-radnear-az000,elmid-radmid-az315,0.4788895988273431,0.7079021858009581,0.7349462897225328,0.31016518002313737,0.38855085122315813,52,13,0.38855085122315813,0.3493580156231477,0.31016518002313737,0.09033874760418498,0.1295315832041954,0.16872441880420574,287,59,nan,nan,0,,True,True,ellow-elmid
p0040,ellow-radnear-az000,elmid-radfar-az000,0.4720764453370788,0.70240623582367,0.7286379385982538,0.31016518002313737,0.3883653697649618,52,14,0.3883653697649618,0.34926527489404957,0.31016518002313737,0.08371107557211704,0.12281117044302925,0.16191126531394145,290,58,nan,nan,0,,True,True,ellow-elmid
p0041,ellow-radnear-az000,elmid-radfar-az045,0.4811259405159756,0.7120158442809371,0.7363080733140824,0.31016518002313737,0.3904277067982496,52,12,0.3904277067982496,0.3502964434106935,0.31016518002313737,0.090698233717726,0.13082949710528213,0.17096076049283826,280,65,nan,nan,0,,True,True,ellow-elmid
p0042,ellow-radnear-az000,elmid-radfar-az090,0.48385661392382456,0.7139060486257526,0.7370993487380928,0.31016518002313737,0.4031096513417022,52,4,0.4031096513417022,0.3566374156824198,0.31016518002313737,0.08074696258212238,0.12721919824140476,0.1736914339006872,280,66,nan,nan,0,,True,True,ellow-elmid
p0043,ellow-radnear-az000,elmid-radfar-az135,0.48136231227512793,0.7118827742658719,0.7357946642374087,0.31016518002313737,0.3906639225147944,52,11,0.3906639225147944,0.3504145512689659,0.31016518002313737,0.09069838976033351,0.130947761006162,0.17119713225199057,287,57,nan,nan,0,,True,True,ellow-elmid
p0044,ellow-radnear-az000,elmid-radfar-az180,0.4803539792415291,0.7149682889957453,0.7402532255043263,0.31016518002313737,0.39775345373611054,52,7,0.39775345373611054,0.35395931687962395,0.31016518002313737,0.08260052550541858,0.12639466236190516,0.17018879921839175,292,57,nan,nan,0,,True,True,ellow-elmid
p0045,ellow-radnear-az000,elmid-radfar-az225,0.4782295267183723,0.7111943860760579,0.7373247668912867,0.31016518002313737,0.40094783670068784,52,6,0.40094783670068784,0.3555565083619126,0.31016518002313737,0.07728169001768448,0.12267301835645972,0.16806434669523496,274,65,nan,nan,0,,True,True,ellow-elmid
p0046,ellow-radnear-az000,elmid-radfar-az270,0.47796561346056776,0.7111108150221124,0.7357997357840442,0.31016518002313737,0.39259913412484276,52,9,0.39259913412484276,0.35138215707399006,0.31016518002313737,0.085366479335725,0.1265834563865777,0.1678004334374304,286,63,nan,nan,0,,True,True,ellow-elmid
p0047,ellow-radnear-az000,elmid-radfar-az315,0.47329246772317196,0.7110414062367438,0.7372576845581111,0.31016518002313737,0.38032179073567957,52,16,0.38032179073567957,0.34524348537940847,0.31016518002313737,0.0929706769874924,0.1280489823437635,0.1631272877000346,289,60,nan,nan,0,,True,True,ellow-elmid
p0048,ellow-radnear-az000,elhigh-radnear-az000,0.4596619446450114,0.6927107705415395,0.7184530455189833,0.31016518002313737,0.3287976256874326,52,48,0.3287976256874326,0.319481402855285,0.31016518002313737,0.13086431895757883,0.14018054178972644,0.14949676462187406,282,59,nan,nan,0,,True,True,elhigh-ellow
p0049,ellow-radnear-az000,elhigh-radnear-az045,0.46750113613474853,0.6955256954326673,0.7198617389688075,0.31016518002313737,0.3372504425742561,52,38,0.3372504425742561,0.32370781129869675,0.31016518002313737,0.1302506935604924,0.14379332483605178,0.15733595611161116,293,59,nan,nan,0,,True,True,elhigh-ellow
p0050,ellow-radnear-az000,elhigh-radnear-az090,0.4605074286148982,0.6845063395940016,0.7106193540362026,0.31016518002313737,0.3417464009985519,52,32,0.3417464009985519,0.32595579051084467,0.31016518002313737,0.11876102761634627,0.13455163810405352,0.15034224859176082,282,65,nan,nan,0,,True,True,elhigh-ellow
p0051,ellow-radnear-az000,elhigh-radnear-az135,0.47132340459135913,0.6934580255301015,0.7190743998322174,0.31016518002313737,0.3320552452601486,52,46,0.3320552452601486,0.32111021264164297,0.31016518002313737,0.1392681593312105,0.15021319194971616,0.16115822456822176,278,65,nan,nan,0,,True,True,elhigh-ellow
p0052,ellow-radnear-az000,elhigh-radnear-az180,0.4675081827488228,0.6935586962338444,0.720733970949932,0.31016518002313737,0.3395650145085634,52,35,0.3395650145085634,0.3248650972658504,0.31016518002313737,0.12794316824025936,0.1426430854829724,0.1573430027256854,287,57,nan,nan,0,,True,True,elhigh-ellow
p0053,ellow-radnear-az000,elhigh-radnear-az225,0.4708724700990141,0.6996204488885955,0.7244773782069622,0.31016518002313737,0.3440784937220457,52,28,0.3440784937220457,0.32712183687259155,0.31016518002313737,0.12679397637696843,0.14375063322642256,0.16070729007587675,272,67,nan,nan,0,,True,True,elhigh-ellow
p0054,ellow-radnear-az000,elhigh-radnear-az270,0.46787093572225624,0.6990338774418985,0.7257203433287645,0.31016518002313737,0.3216859159930162,52,49,0.3216859159930162,0.3159255480080768,0.31016518002313737,0.14618501972924003,0.15194538771417943,0.15770575569911888,284,61,nan,nan,0,,True,True,elhigh-ellow
p0055,ellow-radnear-az000,elhigh-radnear-az315,0.4640510860555152,0.6962803390344193,0.7215105881871441,0.31016518002313737,0.3361849875189326,52,41,0.3361849875189326,0.323175083771035,0.31016518002313737,0.1278660985365826,0.14087600228448022,0.15388590603237784,281,65,nan,nan,0,,True,True,elhigh-ellow
p0056,ellow-radnear-az000,elhigh-radmid-az000,0.47721571848602173,0.7045028316216706,0.7296377301445219,0.31016518002313737,0.3459669579749205,52,27,0.3459669579749205,0.3280660689990289,0.31016518002313737,0.13124876051110124,0.14914964948699283,0.16705053846288437,278,54,nan,nan,0,,True,True,elhigh-ellow
p0057,ellow-radnear-az000,elhigh-radmid-az045,0.47396292528915,0.7006199318046106,0.7238673486339938,0.31016518002313737,0.35969234721512794,52,18,0.35969234721512794,0.33492876361913265,0.31016518002313737,0.11427057807402208,0.13903416167001736,0.16379774526601265,288,57,nan,nan,0,,True,True,elhigh-ellow
p0058,ellow-radnear-az000,elhigh-radmid-az090,0.4785365298294508,0.7060826283472263,0.7303786778253606,0.31016518002313737,0.3545783681398182,52,21,0.3545783681398182,0.3323717740814778,0.31016518002313737,0.12395816168963258,0.146164755747973,0.1683713498063134,282,59,nan,nan,0,,True,True,elhigh-ellow
p0059,ellow-radnear-az000,elhigh-radmid-az135,0.4808022943489811,0.7048580485182663,0.7317693989551621,0.31016518002313737,0.3434079473811069,52,30,0.3434079473811069,0.3267865637021221,0.31016518002313737,0.13739434696787417,0.15401573064685897,0.17063711432584372,282,63,nan,nan,0,,True,True,elhigh-ellow
p0060,ellow-radnear-az000,elhigh-radmid-az180,0.4796232828009028,0.7097470657406268,0.7345787769385443,0.31016518002313737,0.35560303382831304,52,19,0.35560303382831304,0.33288410692572523,0.31016518002313737,0.12402024897258973,0.14673917587517754,0.1694581027777654,277,68,nan,nan,0,,True,True,elhigh-ellow
p0061,ellow-radnear-az000,elhigh-radmid-az225,0.482296979992049,0.7084882992654691,0.7342869465723694,0.31016518002313737,0.33765850732244423,52,36,0.33765850732244423,0.3239118436727908,0.31016518002313737,0.14463847266960478,0.1583851363192582,0.17213179996891165,271,68,nan,nan,0,,True,True,elhigh-ellow
p0062,ellow-radnear-az000,elhigh-radmid-az270,0.4760022504781744,0.7036438186575471,0.7280108614470382,0.31016518002313737,0.33467761382312017,52,43,0.33467761382312017,0.32242139692312877,0.31016518002313737,0.14132463665505424,0.15358085355504564,0.16583707045503704,288,60,nan,nan,0,,True,True,elhigh-ellow
p0063,ellow-radnear-az000,elhigh-radmid-az315,0.4621211866425788,0.6953089121890563,0.7233449420422264,0.31016518002313737,0.3357774895562401,52,42,0.3357774895562401,0.32297133478968876,0.31016518002313737,0.1263436970863387,0.13914985185289003,0.15195600661944142,291,60,nan,nan,0,,True,True,elhigh-ellow
p0064,ellow-radnear-az000,elhigh-radfar-az000,0.47604360533685863,0.7076626514925861,0.7337264670598898,0.31016518002313737,0.33999633482078295,52,33,0.33999633482078295,0.3250807574219602,0.31016518002313737,0.13604727051607568,0.15096284791489845,0.16587842531372127,295,51,nan,nan,0,,True,True,elhigh-ellow
p0065,ellow-radnear-az000,elhigh-radfar-az045,0.48433071908370157,0.7148268262837884,0.7378285044728714,0.31016518002313737,0.3517406582248309,52,24,0.3517406582248309,0.33095291912398417,0.31016518002313737,0.13259006085887065,0.1533777999597174,0.1741655390605642,264,72,nan,nan,0,,True,True,elhigh-ellow
p0066,ellow-radnear-az000,elhigh-radfar-az090,0.4762138945721272,0.7088392031927685,0.7336623934320985,0.31016518002313737,0.33715840306367034,52,39,0.33715840306367034,0.32366179154340385,0.31016518002313737,0.13905549150845686,0.15255210302872335,0.16604871454898984,288,58,nan,nan,0,,True,True,elhigh-ellow
p0067,ellow-radnear-az000,elhigh-radfar-az135,0.47615284598642005,0.7044936699707518,0.7289345829906416,0.31016518002313737,0.35443982782283306,52,22,0.35443982782283306,0.3323025039229852,0.31016518002313737,0.12171301816358698,0.14385034206343483,0.16598766596328268,294,56,nan,nan,0,,True,True,elhigh-ellow
p0068,ellow-radnear-az000,elhigh-radfar-az180,0.48145771810259813,0.7059646502609146,0.7307381464292605,0.31016518002313737,0.3435612602938729,52,29,0.3435612602938729,0.3268632201585051,0.31016518002313737,0.13789645780872523,0.15459449794409302,0.17129253807946077,288,62,nan,nan,0,,True,True,elhigh-ellow
p0069,ellow-radnear-az000,elhigh-radfar-az225,0.48919904446075463,0.7156699787577909,0.7406922710405672,0.31016518002313737,0.3330930922222578,52,45,0.3330930922222578,0.3216291361226976,0.31016518002313737,0.15610595223849683,0.16756990833805702,0.17903386443761726,291,57,nan,nan,0,,True,True,elhigh-ellow
p0070,ellow-radnear-az000,elhigh-radfar-az270,0.46894159320808165,0.6947122761322958,0.722960409136429,0.31016518002313737,0.3342499000230558,52,44,0.3342499000230558,0.3222075400230966,0.31016518002313737,0.13469169318502583,0.14673405318498506,0.1587764131849443,285,60,nan,nan,0,,True,True,elhigh-ellow
p0071,ellow-radnear-az000,elhigh-radfar-az315,0.46454850470455816,0.6974740198487419,0.7260045606534253,0.31016518002313737,0.3370014455332844,52,40,0.3370014455332844,0.3235833127782109,0.31016518002313737,0.12754705917127374,0.14096519192634727,0.1543833246814208,285,60,nan,nan,0,,True,True,elhigh-ellow
p0072,ellow-radnear-az045,ellow-radnear-az090,0.27273535490426787,0.45983211755379116,0.5152132246515254,0.28505665657478896,0.29210572313626104,63,62,0.29210572313626104,0.288581189855525,0.28505665657478896,-0.019370368231993174,-0.01584583495125713,-0.01232130167052109,294,52,nan,nan,0,,False,False,ellow-ellow
p0073,ellow-radnear-az045,ellow-radnear-az135,0.3018199875249964,0.4930125968195505,0.5436127302874395,0.28505665657478896,0.2839740856928261,63,65,0.28505665657478896,0.28451537113380754,0.2839740856928261,0.016763330950207433,0.017304616391188854,0.017845901832170274,294,52,nan,nan,0,,True,True,ellow-ellow
p0074,ellow-radnear-az045,ellow-radnear-az180,0.30047593486027857,0.49689453481874185,0.5466575037196566,0.28505665657478896,0.29540226925164786,63,60,0.29540226925164786,0.2902294629132184,0.28505665657478896,0.005073665608630706,0.010246471947060187,0.015419278285489613,281,58,nan,nan,0,,True,True,ellow-ellow
p0075,ellow-radnear-az045,ellow-radnear-az225,0.2805363800094619,0.4665552525462116,0.5280434240057216,0.28505665657478896,0.29327532500466835,63,61,0.29327532500466835,0.28916599078972866,0.28505665657478896,-0.012738944995206447,-0.00862961078026675,-0.004520276565327053,285,57,nan,nan,0,,False,False,ellow-ellow
p0076,ellow-radnear-az045,ellow-radnear-az270,0.27539530392202916,0.4614152616473188,0.5174760232562315,0.28505665657478896,0.2678192772347479,63,72,0.28505665657478896,0.2764379669047684,0.2678192772347479,-0.009661352652759803,-0.0010426629827392508,0.007576026687281245,296,52,nan,nan,0,,False,False,ellow-ellow
p0077,ellow-radnear-az045,ellow-radnear-az315,0.3259774836746021,0.558276607216214,0.6069931634766677,0.28505665657478896,0.27834927940285153,63,68,0.28505665657478896,0.2817029679888202,0.27834927940285153,0.04092082709981315,0.04427451568578189,0.047628204271750574,286,63,nan,nan,0,,True,True,ellow-ellow
p0078,ellow-radnear-az045,ellow-radmid-az000,0.2967084455053164,0.49153386453523307,0.543277358000648,0.28505665657478896,0.31117612143053364,63,51,0.31117612143053364,0.2981163890026613,0.28505665657478896,-0.01446767592521725,-0.00140794349734491,0.01165178893052743,293,54,nan,nan,0,,False,False,ellow-ellow
p0079,ellow-radnear-az045,ellow-radmid-az045,0.2710893989324663,0.4648790119614286,0.516685993527589,0.28505665657478896,0.30014263000222136,63,58,0.30014263000222136,0.2925996432885052,0.28505665657478896,-0.029053231069755048,-0.021510244356038877,-0.01396725764232265,289,52,nan,nan,0,,False,False,ellow-ellow
p0080,ellow-radnear-az045,ellow-radmid-az090,0.312003315835349,0.5173856195273708,0.567634598612799,0.28505665657478896,0.29891069134571624,63,59,0.29891069134571624,0.2919836739602526,0.28505665657478896,0.013092624489632776,0.020019641875096417,0.026946659260560057,293,53,nan,nan,0,,True,True,ellow-ellow
p0081,ellow-radnear-az045,ellow-radmid-az135,0.31031342983729815,0.5169087225862116,0.5699186748872718,0.28505665657478896,0.27777266742978585,63,69,0.28505665657478896,0.2814146620022874,0.27777266742978585,0.02525677326250919,0.028898767835010775,0.0325407624075123,292,56,nan,nan,0,,True,True,ellow-ellow
p0082,ellow-radnear-az045,ellow-radmid-az180,0.3134405346418136,0.5098423437843097,0.5653062655332747,0.28505665657478896,0.33089890701803604,63,47,0.33089890701803604,0.3079777817964125,0.28505665657478896,-0.017458372376222442,0.005462752845401098,0.028383878067024637,298,59,nan,nan,0,,False,True,ellow-ellow
p0083,ellow-radnear-az045,ellow-radmid-az225,0.3031987159954753,0.5096591039722316,0.5558094888381027,0.28505665657478896,0.3003457176956631,63,57,0.3003457176956631,0.292701187135226,0.28505665657478896,0.002852998299812226,0.010497528860249294,0.018142059420686363,301,48,nan,nan,0,,True,True,ellow-ellow
p0084,ellow-radnear-az045,ellow-radmid-az270,0.34612088528065393,0.5565770593684041,0.6110701373775227,0.28505665657478896,0.31427159279864797,63,50,0.31427159279864797,0.29966412468671844,0.28505665657478896,0.031849292482005964,0.0464567605939355,0.061064228705864976,288,64,nan,nan,0,,True,True,ellow-ellow
p0085,ellow-radnear-az045,ellow-radmid-az315,0.3103874813702912,0.5087187503303404,0.5641128293614516,0.28505665657478896,0.2748397286931444,63,71,0.28505665657478896,0.27994819263396664,0.2748397286931444,0.02533082479550225,0.030439288736324566,0.03554775267714683,298,47,nan,nan,0,,True,True,ellow-ellow
p0086,ellow-radnear-az045,ellow-radfar-az000,0.30311774949350473,0.5100254010396418,0.5666111185904238,0.28505665657478896,0.2817460140742008,63,67,0.28505665657478896,0.28340133532449485,0.2817460140742008,0.01806109291871577,0.019716414169009877,0.021371735419303928,282,57,nan,nan,0,,True,True,ellow-ellow
p0087,ellow-radnear-az045,ellow-radfar-az045,0.2850852368129126,0.4910902513152114,0.5434265760258005,0.28505665657478896,0.30519005759179973,63,55,0.30519005759179973,0.29512335708329435,0.28505665657478896,-0.020104820778887145,-0.010038120270381756,2.8580238123632196e-05,294,62,nan,nan,0,,False,False,ellow-ellow
p0088,ellow-radnear-az045,ellow-radfar-az090,0.28439743687170727,0.4869820921816532,0.5396182204423644,0.28505665657478896,0.3072999780629998,63,54,0.3072999780629998,0.2961783173188944,0.28505665657478896,-0.022902541191292536,-0.011780880447187114,-0.0006592197030816926,286,64,nan,nan,0,,False,False,ellow-ellow
p0089,ellow-radnear-az045,ellow-radfar-az135,0.2779613574886472,0.46436652926943645,0.5130469180209994,0.28505665657478896,0.28205091366265594,63,66,0.28505665657478896,0.2835537851187224,0.28205091366265594,-0.00709529908614176,-0.005592427630075225,-0.004089556174008746,291,51,nan,nan,0,,False,False,ellow-ellow
